	105_M	137_M	195_M	241_M	265_M	274_M	332_M	345_M	377_M	387_M	397_M	42_M	504_M	507_M	521_M	527_M	53_M	565_M	582_M	640_M	A15	A28	A36	A43	A44	A48	A6	A73	A9	B15	B31	B33	B36	C8	SRS011084	SRS011271	SRS011302	SRS011529	SRS013158	SRS013521	SRS013638	SRS013687	SRS013800	SRS014459	SRS014683	SRS014923	SRS015663	SRS015782	SRS015794	SRS015854	SRS015960	SRS016056	SRS016335	SRS016437	SRS016954	SRS017103	SRS017247	SRS017433	SRS017521	SRS017821	SRS018133	SRS018817	SRS019381	SRS019397	SRS019968	SRS020328	SRS020869	SRS021948	SRS022137	SRS022713	SRS024388	SRS024663	SRS043001	SRS045004	SRS048164	SRS050752	SRS052697	SRS053398	SRS063489	SRS098571	SRS098644	SRS104311	SRS143070	SRS144506	SRS146813	SRS148196	SRS148721
g002979	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g002980	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
g002981	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
g002982	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
g002983	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1
g002984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002985	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1
g002986	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1
g002987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002989	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002990	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002991	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
g002992	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g002993	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002994	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g002995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002998	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g002999	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0
g003000	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003001	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003002	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003003	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003004	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003005	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003006	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003007	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003008	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0
g003009	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1
g003010	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1
g003011	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003012	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003013	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003014	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003015	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1
g003016	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003017	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003018	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003019	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1
g003020	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003021	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003022	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003023	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003024	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
g003025	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003026	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003027	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003028	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1
g003029	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003030	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003031	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1
g003032	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003033	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1
g003034	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003035	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
g003036	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003037	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1
g003038	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003039	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0
g003040	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0
g003041	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0
g003042	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0
g003043	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1
g003044	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1
g003045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003051	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g003054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
