A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
g__Butyrivibrio_A	357	771	777	6163	2756	1758	926	633	835	0	429680	345	0	142644	0	620	645	1898	10883	5170	1571	46360	2280	12140	919	0	2225	677	39974	704	932	1376	1477	0	1075	584	2905	506	448	8796	2615	6297	454	1004	654	62572	499	2114	2092	0	1150	769	576	43088	12528	2946	46833	2418	2757	194703	1644	23927	94601	711	854	10945	2261	71890	19623	9687	316509	2129	798	2517	859	3028	825	584	1929	75054	2423	3103	2008	15964	21341	121447	112550	7801	37990	53396	25486	2713	4081	7102	47024	93946	16582	54379	147857	10038	1415	1882	114717	19567	4224	204313	41233	3673	15711	103861	1918	1984	23666	8771	26844	175955	1833	2206	20168	24902	151287	1935	158669	2011	2323	4251	175562	4717	128803	8889	85894	187508	160417	819234	1805	2924	5401	20390	76638	5035	16884	8567	20331	11577	924	1219	11593	2216	341342	9517	9867	22487	101722	73371	1103	30172	16912	1182	17057	21265	1985	64181	2062	2020	183317	10089	91003	70715	50221	525438	5397	5579	104599	14797	935	12527	16672	605	98636	226343	6007	1539	200737	8073	10013	63908	1748	17392	97858	12563	62646
g__Roseburia	11077	8175	8404	9188	11818	31531	26430	2763	32456	11632	28062	18703	1642	13356	2817	5924	25936	17314	5747	36630	20606	10821	8313	22273	19560	3035	15941	7135	20266	23375	33858	77811	2596	4607	1882	4943	6527	3481	59341	8326	62856	19741	18769	19417	6924	10688	10132	51300	61213	2905	10210	10690	5524	7778	4425	9938	9536	15700	3465	6883	7520	6977	79223	9553	8554	4274	5058	5489	15179	17584	88763	21120	4302	9553	10680	5211	44949	23937	40207	23512	17933	4483	23999	16018	9521	31616	9036	12799	15898	34565	51477	5539	16615	45328	23353	71709	8901	114223	38910	16105	38184	12826	275877	15521	50012	45182	113570	126770	304630	91893	31023	72610	20429	26109	35330	30687	55253	56993	6251	17029	11926	32480	42566	24710	40609	114899	104996	46208	42615	19575	49525	61877	50354	20838	13656	29109	173381	26893	43495	26131	5069	22060	33764	30255	12597	10315	18218	9760	15134	14183	35357	16643	26776	5912	11876	8542	39315	15867	96363	152418	34711	116152	10502	1854	71269	37663	52300	5617	45215	88522	15978	21174	122743	11301	47345	120797	8062	5896	180058	8832	18219	73207	95614	45223	20037	22472	7084	154939	44818	160432	356568
g__Phil1	0	17202	0	16495	19045	56137	346	0	347	0	181379	0	0	17879	0	282	375	13477	2070	6494	878	17327	0	80504	0	130696	409	30919	1715	272	1016	0	0	0	56040	13076	4950	56221	269	1399	0	296833	0	2168	0	40889	0	9081	0	40217	46279	455	1418	10418	13321	39565	8263	3780	3801	55567	4394	0	5224	16401	40306	3114	3656	49699	59221	277	5517	0	10111	1590	11563	16205	6915	642	1438	88689	0	23707	1433	218386	137903	991	94970	21790	22206	13704	39019	17226	173627	2051	12234	24817	5484	287	4314	92275	2406	9768	1140	7347	13036	3237	13910	30201	0	2681	381	0	21174	7737	116264	89294	56051	32439	38964	231379	79694	1277	11976	78060	102136	7858	5414	2517	94508	4435	30824	19772	16515	25621	478	8914	6900	11244	29141	3858	22133	11595	338	1676	900	4229	9960	307631	9084	10016	173600	9610	104226	11134	0	66822	134087	321	33446	3328	24019	7975	18292	0	21278	11977	1233	60873	127746	42314	6734	49358	48512	131086	3751	2175	88149	103423	1829	27730	84293	2050	31232	9381	57046	838863	13972	3148	7365	9406	310901
g__CAG-180	0	31398	0	84234	939	16946	61856	0	774	0	25813	0	0	25987	0	988	388	459	105619	490	63855	7942	46978	17301	0	3897	53377	568	770	61926	0	0	1370	0	697	113412	646	46426	2235	947	5188	863	48551	870	0	44394	0	340	383	779	24145	107075	1310	68350	448	1799	453	12011	31412	29228	1523	26130	738	134539	115372	9280	528	23580	48696	1860	348	32613	1713	110234	75144	1831	27884	1224	973	57340	294	6674	71247	28291	50490	808	14711	23830	180819	28145	73097	73779	3856	13387	15916	2554	18691	31680	25385	15497	4973	690	318212	58675	112042	650	72875	211577	542	984	0	1718	43538	35082	49402	1663	1626	51063	86254	13945	196996	83873	40261	34982	6186	814	64792	1158	123546	59939	46925	27636	20285	5990	314	680	661	1245	17693	2363	23635	5855	2888	46489	128585	12675	123206	130735	63315	161575	139858	1268	88151	5156	759	79118	60388	550	137216	1541	88640	1603	38691	0	4775	2671	0	9069	3036	3423	1792	2331	80733	26761	19118	887	40275	3222	5665	65606	4677	7511	239744	719	5389	9002	12888	4075	57184	2526	53175
g__Ruminiclostridium_E	0	104173	0	22546	145298	9219	870	410	0	0	134511	0	0	1962	748	398	11491	41836	95426	98601	16212	51567	423	2292	344	4328	2146	179687	103255	899	3658	1052	0	3466	4621	15018	6520	1149	0	37097	763	5520	584	693	1986	128506	43663	529	2340	3529	1893	2120	23854	81227	1276	192045	2640	755	10779	2627	120283	1385	21600	19838	45099	26817	90836	3635	36238	887	28017	0	32099	805	2475	1346	3225	45103	1784	7776	3276	1871	961	10777	12253	1244	2868	5048	274828	17692	4074	400	138051	10218	89873	73700	27313	30172	69225	23909	2532	1635	3055	68210	2813	10662	55896	98411	886	5476	339	377	274827	2364	1284	2790	7484	163743	54176	65194	5686	25944	14688	121586	43321	825	10823	1793	250172	19153	8460	12837	18035	102711	513	843	10738	5400	1309	5080	19282	34213	625	18148	373	353	11925	3119	54989	12571	4079	1427	3528	8787	886	10111	1269	0	6908	5310	8773	12952	13280	0	21230	8991	9494	3240	56818	163096	18304	35714	7645	7619	14435	2464	5820	56141	585	462524	510249	3149	2864	913	21903	48825	352	517	171524	10681	16821
g__CAG-349	0	1658	0	2780	133658	553	0	0	0	0	34978	0	0	0	0	0	0	16890	367	104489	0	66466	0	56933	0	9217	0	44688	0	0	455	0	0	0	37105	0	4618	0	0	0	0	128192	0	0	0	15198	0	0	330	46275	463	0	37191	0	23650	0	0	0	50505	310	340	0	0	415	44492	0	1067	343	0	1868	28395	0	24437	620	0	35894	0	294	0	15146	0	11829	0	37562	55174	0	97659	24816	1156	46704	567	279	16136	533	6181	62671	375	0	636	15565	37890	0	0	466	111176	0	0	334	0	344	0	0	12752	16425	39187	361688	474	105260	55034	151864	63072	339	836	115031	286813	0	564	0	1216	8630	37157	26619	21347	9028	0	423	3993	12033	142570	48019	25923	446	904	0	1792	0	6286	513	0	709	620	55054	190107	617	0	198648	40831	0	3054	1762	789	361	124262	0	73414	18636	0	222940	583	2153	321	12243	89188	54224	984	399	841	42946	1356	357380	776343	0	11398	4666	27007	65164	0	0	12133	1427	581740
g__CAG-279	19122	2539	1179	4601	4817	27753	145473	1814	11845	0	1032	1269	2875	17956	2434	1286	25739	20480	715	2778	32189	1176	972	2121	1321	863	921	597	372	4883	21279	1075	1196	9795	1701	77836	2402	782	1508	39951	1013	6075	48599	1220	2899	537	11233	11565	258018	1020	10209	11723	618	1006	1544	849	1917	22810	8380	491	51524	1232	478	753	9814	5147	1723	0	644	17818	108724	1666	6648	24351	11913	404	32311	1015	1118	2703	421365	24883	9225	10046	1447	1800	21371	15695	101286	63077	190977	4380	771	121626	156820	91968	11252	12408	17239	1383	13303	2086	1817	77126	115950	22946	2314	72347	1219	1129	2534	1793	7427	14154	29833	55446	48925	30328	2792	902	8821	5270	5659	1754	3546	41946	16616	80456	755	26203	1848	12979	28568	1367	123635	383	62851	4933	72076	10002	40499	5617	14824	52321	10485	11823	9481	15420	14526	72830	41661	33177	5424	8718	9648	966	33774	48257	133755	92265	130719	39999	5266	1170	56866	4177	24295	1436	44650	527457	2004	7789	41315	61919	35041	1624	88551	976	42608	34033	8275	895	38797	2689	246421	1580	34166	21210	115337	165947	11447
g__PeH17	0	292	0	1209	11644	44107	0	0	6831	0	20678	0	0	5955	0	2027	0	0	577	88787	46789	9329	0	57621	0	27622	9484	3805	130711	0	0	0	0	436	61847	0	13843	274	0	0	0	111267	0	338	0	78543	0	20757	0	1690	9159	678	2733	10494	4683	35388	8465	598	24306	6524	211257	0	13428	510	83124	51415	54722	31670	13078	0	1840	0	7096	25123	8212	3056	16356	289	90932	266210	0	4007	3070	139922	23353	14550	18900	56869	133436	7811	56919	1096	2398	435	3000	10824	10689	441	1043	4231	3538	0	1212	695	202604	0	531	59734	0	14203	0	0	8359	3661	22039	95823	698	505	8129	146156	32551	289	60218	18635	19557	431	1226	58692	16641	1148	7531	4627	3875	3316	483	7128	17276	4302	20407	13029	11689	4722	0	640	1126	426	6786	3231	14147	13700	227377	591	39866	806	0	36488	23299	0	46309	403	16157	578	15406	0	19050	206838	0	39637	17776	44213	7421	20325	15210	18500	448	130802	1999	9903	463	38015	77555	772	3425	1159	43934	22259	0	0	37317	346438	787257
g__Klebsiella	4612	68044	5791	40391	0	0	0	0	4439	0	0	72137	97530	0	1172	0	8474	0	10550	0	0	0	0	25056	0	0	0	3324	0	1073	7709	0	3824	2748	0	0	0	0	283423	0	517106	0	0	0	0	0	361	0	494	323	269	0	0	0	2663	8877	21650	0	0	6606	2620	7476	0	0	698	1296	8823	373	0	0	0	3853	0	11434	0	0	2705	0	0	118373	638	84235	505	817	4499	14342	1081	2338	319	0	0	5755	0	596	985	715	3437	18317	312949	33254	0	314	17354	7818	149755	20647	13170	812	530	4336	514	92228	661428	9353	1194	0	694	2533	0	159277	1068	797	119754	1093	1569	54006	1078	10617	0	3690	3661	8529	20552	11086	19229	0	166794	1001	665	14628	20091	226061	3573	18418	32700	0	528	48212	11857	831	37267	3922	1784	286	0	0	1312	104620	25462	20135	4011	3196	5792	379997	4304	692	0	1045	16426	827	323019	277048	1799	17760	0	8045	11782	64374	0	0	0	0	460	176754	3777	382	8431	817	15771	3249	67238
g__Akkermansia	6037	0	0	0	52969	64642	15811	0	472	0	505	0	0	7832	11903	0	0	37643	0	5113	969	1840	268	0	29228	282	0	16668	67654	2959	51019	354	93352	808	172833	0	0	1341	318	0	123546	14302	482	0	0	21534	0	1335	0	0	0	0	0	12559	4525	56985	0	0	640	10308	22771	8010	33872	0	28999	68607	577	9154	55655	366	12380	0	0	0	100749	116503	317	0	7311	801	283	757	0	158497	157899	43986	358	3643	413	0	369	2766	452	9191	0	2263	0	402	0	35319	0	9712	76171	6379	156048	848	21429	17516	0	41086	0	4353	47486	0	52970	13441	2102	0	56370	161627	349	0	488	88007	54550	1632	5485	29484	3217	0	4934	1752	1517	184068	11260	3367	29163	1497	23448	2994	1356	18984	0	0	0	1240	0	198314	348	341	71330	0	371	0	0	422	65792	404963	917	245596	4538	0	41718	0	295	69472	414	1441	0	11097	0	6372	0	0	1235	19760	0	48965	0	299	253125	0	65213	10065	7384	686947	0	0	0	177246	42109
g__SFDB01	0	0	0	0	0	292	796	0	0	0	0	0	0	0	0	0	984	0	1253	0	0	176548	0	274	0	777	0	0	280	0	0	0	0	0	169209	1745	0	1851	0	0	0	0	0	2255	0	305	0	885	0	406	0	1550	853	1177	293	0	0	0	0	0	1883	0	0	281	0	0	354	0	0	0	0	0	0	1691	0	852470	0	864	2385	0	0	293	0	1113	0	0	491	0	887	0	278	0	1355	330	1558	433	2041	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	439	319	555	758	271225	954	564751	697	2215	284	1202786	0	0	1086	0	0	0	0	0	288	0	462	0	641	0	0	0	0	0	0	0	0	0	1169	0	0	1267	0	367	593	0	2187	439	0	1192	0	407	948	469469	0	968	663	0	0	0	2555	629	378702	924	726	0	593	0	703798	0	345	189547	0	60957	0	1429	1711	0	0	0	2061	4495
g__UBA1777	414	5005	0	4281	9125	13555	3992	257	4172	0	154176	317	0	7304	971	554	1034	3125	20389	2700	2670	29141	1422	25178	654	16089	694	7268	44022	2140	9926	896	1213	3095	5779	3593	11162	6404	1086	2158	2714	110875	528	4131	539	9326	458	2133	1935	24027	3458	2785	7060	25194	9112	1663	10544	1811	10298	20101	20259	1710	7468	15657	21860	6586	2626	11466	12044	1564	3117	1562	57448	6776	17904	17931	20566	2513	10076	127973	944	24337	2547	104822	50045	3300	36765	34704	31759	37566	29110	2085	102592	8428	19999	18917	7285	1299	17955	28072	23367	2246	28376	43193	21512	5305	30309	16783	1768	23480	2970	1421	21297	22472	50896	24109	37373	15115	66288	40283	184235	5511	29186	162117	47768	20966	3931	7712	22191	9286	30182	18229	19920	78656	3087	4010	6095	12253	21339	12234	9004	41680	2555	7340	5930	1399	9508	23517	14610	93752	84007	46450	48461	8573	8196	68258	60017	1755	29026	5580	15062	50364	47588	399	19749	358834	4305	9549	25632	72614	91403	66349	13467	44059	3996	5196	31582	178013	3751	26933	211729	2317	32353	9629	17489	116606	484	4120	25168	61011	102328
g__CAG-873	0	406	0	584	313	435	872	0	0	0	704	0	0	0	0	0	0	3309	0	286	0	0	283	470	0	318	411	421	0	0	0	0	0	0	566	470	0	0	0	334	509	388	463	664	0	228637	385	1004	1305	3146	427	504	272	252784	438	300	390	454	516	225351	299	846	0	0	0	0	294	125799	11205	420	869	317	519	376	492	0	369	0	0	1088	1245	653	393	286001	558	565	275111	681	1460	738	914	284	414	862	121863	683	722	2171	1266	283	500	975	923	589	876	423	1894	752	717	814	375	693	695557	210718	262837	2286	928	597	94704	637	1418	436	787	292115	406	664	519	918	918	392	1057	758	887	1271	858	532	594	519	696	40856	510	440	7421	707	452	6296	713	1848	40951	908	985	1120	49517	733	828	415061	300005	865	3920	981	1286	1313	1110	329	1296	610	478	267	749	2470	469	287958	614	804	479	557	1117	123844	512	8415	1296	386	22334	454	1299	1740	1244	665	1442	1310	1209
g__Blautia_A	3444	21306	12714	3923	11042	10359	9064	4545	3087	11509	16939	3232	827	9258	6124	3207	12773	5761	12031	9210	28406	7429	8694	6116	7468	6965	7310	9357	19254	16925	10005	20118	22861	2251	21008	10130	8178	32946	2656	7950	13529	30759	2050	30561	5637	27695	5322	18061	8759	5718	3634	8668	55874	11513	5539	47066	6865	4074	2577	17028	13798	3137	18560	18623	23368	7573	11866	30364	14116	4651	10581	2610	16105	11984	13147	15669	11044	17624	23152	39583	11082	7560	5182	26993	45208	23823	12479	26121	52572	25856	16531	7080	72618	60270	21398	25472	14608	10032	14613	18822	7963	18335	21217	24274	15412	12499	24431	32601	33424	21559	16149	29581	58475	48996	17729	22329	56066	31547	17845	14794	44682	14546	61998	36927	95953	20217	14682	27334	60445	9304	13586	21780	29422	19564	37064	10873	15822	18442	16493	17072	6039	9125	3011	27003	6660	8139	50562	60591	52821	76609	79084	17218	34628	6645	6778	25308	18271	6484	20947	52777	46501	29383	32704	12379	40953	56721	76923	130137	14550	95957	34326	72929	26762	69971	5408	55519	13062	11571	9789	30798	93969	8371	39559	9665	25006	56884	13586	8183	19094	63405	58937
g__CAG-841	0	1004	0	23974	1680	972	619	0	0	0	3903	0	0	702	0	0	0	780	157896	577	0	12194	0	94042	0	23365	254	0	537	0	0	0	0	0	315	842	726	842	0	293	0	716	0	981	0	965	0	362	0	798	507	720	1938	21947	3444	439	1536	18508	4130	1297	84916	0	1235	148655	96026	1633	876	2942	40789	14222	665	0	2145	1613	798	2381	10311	542	996	47457	0	1537	1186	7051	8250	0	68151	76403	10150	92055	2448	3648	170860	8814	27271	15511	1357	0	109217	89892	966	0	1485	32258	1342	8400	687	2528	0	619	0	0	12639	4455	18008	297568	2845	107041	22952	24647	6189	65080	5983	7542	3097	19913	590	141327	7271	47891	2866	20360	44344	40927	383	1953	1326	25961	6082	33075	18275	9068	0	3173	1018	0	693	1899	1889	4889	223277	1089	3699	35000	3874	7902	19309	0	4769	482	1157	4417	22611	0	2276	439573	988	11585	3854	82775	4803	3574	71253	19527	802	319	2891	15243	305	112109	7999	1721	893	2151	10908	366279	0	0	4243	302569	39098
g__CAG-95	2532	4335	0	6184	61027	9866	717	697	5798	0	77222	0	0	9717	0	532	2916	1014	15863	9819	692	25423	814	5775	447	13856	1256	16768	28038	3629	2144	335	2402	1635	545	831	27697	3303	1177	5379	2026	24700	4012	1005	773	11159	1124	6479	14366	2583	3716	1331	603	13686	1705	616	12446	5348	4191	18248	1662	6658	69785	5987	19143	27511	2018	9763	28089	1196	3767	569	26411	11433	14819	3632	5422	26216	1402	43674	1704	6930	991	23040	85684	12511	18080	109180	23236	50455	50433	2352	78394	10074	12616	160209	25083	4876	20802	34000	37459	4098	42332	6714	5753	23509	35680	58714	2370	6008	772	2767	48900	16437	9142	38022	3776	55367	10281	12453	59148	26596	10117	51796	40605	18539	12378	7071	43319	1635	24457	25730	25035	20311	17981	1840	25550	8323	8922	29883	10547	33984	1631	5535	5256	4608	2037	59753	14626	84541	56806	15132	34333	11355	22756	28868	10986	756	93662	8081	1841	96583	56148	705	43013	334205	3927	2272	26862	64663	12056	95672	14698	11575	2385	37052	14621	48057	9447	27428	125378	5774	98130	34325	50771	69021	928	5026	13568	185119	26941
g__CAG-103	31119	12377	0	7786	55259	25964	29605	444	5785	0	9693	488	3726	12702	14544	6049	12846	19930	23650	16653	35933	28261	29919	68474	2831	17265	10041	26930	9257	8729	56757	0	363	3347	7628	35190	36432	14016	3179	7591	0	13162	0	134218	21190	19021	15033	10735	351	5232	29811	52347	36620	35796	25133	16661	22464	742	9011	13715	9059	705	20622	8753	53567	21726	21547	19736	43102	19196	5564	2211	62444	11075	3888	3237	2885	10276	29943	6847	266	7228	24792	8086	16167	8357	16279	23837	55881	2163	41419	12799	80227	16661	11060	49968	45205	1066	20069	13743	15935	5723	10859	30910	41784	3760	12731	55514	425	25059	7334	346	6549	21443	31774	4055	61576	23247	8458	20207	54170	8241	134717	8847	12243	1088	693	54101	56538	6305	17593	13007	13912	13833	3346	2924	2164	13527	2599	2238	4336	8909	684	1694	6732	1597	29473	17815	29696	7675	63125	96542	106441	24745	3758	36738	35679	357	42447	1636	25822	26283	67497	0	49324	30381	3499	5347	6318	47156	45103	15322	85083	67086	4476	78404	52104	15837	732	10787	28862	596	5360	10671	93351	49015	513	7360	135775	78758	43593
g__CAG-475	0	365	0	368	2603	312	0	0	0	612	21516	0	0	0	0	0	0	405	499	1132	0	1084	0	1295	0	12166	0	840	0	0	0	0	0	0	390	435	577	0	0	0	0	1599	0	0	0	33211	0	0	0	2406	390	0	312	400	575	0	0	0	1186	0	0	0	23461	639	983	0	0	278	0	0	419	0	300	397	0	1435	351	0	0	34698	0	17095	0	4774	9347	0	1923	235429	17435	16500	641	0	173748	2061	20551	90643	649	0	597517	506	544	0	345	615	1501	0	0	666	0	0	0	0	811	10082	1143	20731	0	4222	15492	11622	45502	652	142094	18184	231495	0	323	62720	217620	2638	126480	104507	84422	2159	1038	169557	9705	19135	119217	69604	3800	7481	0	21381	5818	0	609	0	20943	17733	1448	34794	3693	629	0	6915	1169	0	206527	458	30512	338	243990	0	1965	184869	0	4689	8354	1460	25299	2174	20730	1543	0	0	49514	5375	805	13844	17719	1339	562	514	204776	338337	0	0	10944	1020	40659
g__UBA11524	0	0	0	806	14894	1566	22337	0	0	0	5782	0	0	49542	17296	5739	390	774	0	51901	138117	3650	11309	3435	0	3891	10000	464	2418	0	0	0	0	383	9311	0	1475	79629	1415	0	0	19452	0	0	0	7783	0	981	61533	1012	1285	480	0	1595	943	0	0	1319	1851	9515	16690	0	31048	3368	1131	45802	726	17074	11997	437	24124	0	1400	331	1238	3590	1798	155383	34473	22460	0	26071	321	53467	1585	0	3688	29143	262609	15036	8462	1311	9232	71647	83466	51544	1130	5542	4880	5217	900	0	0	13714	8129	2268	386181	39835	2576	51214	679	0	6346	8161	2212	7777	14154	0	947	54404	31676	931	94589	14779	35189	100309	4614	30279	186424	13216	10581	4689	3784	464359	922	104833	7334	3082	2975	6006	2599	13008	1399	13779	1126	741	4527	335	3784	1578	6637	31583	1941	3675	0	85010	2698	0	10533	3604	1474	46805	753	0	25152	22341	2990	10055	1055	306699	5510	13406	8375	1108	5839	12864	3109	8181	1621	36493	10288	6501	70687	0	52281	2569	0	1437	6009	140341	7711
g__CAG-353	0	0	0	882	458	0	0	0	0	0	551	0	0	0	0	0	0	0	357	0	0	0	0	2280	538	5112	0	0	14180	0	0	0	0	0	510	0	0	0	0	0	0	3136	0	1424	16437	4763	0	381	0	0	22981	0	0	1029	3761	289	50705	0	1579	2621	0	0	39151	0	8692	0	0	1468	11947	0	13357	0	943	0	74945	484	23607	0	2776	9611	0	235951	0	1294	3814	109029	13249	220106	41828	3860	110147	0	37467	189604	8489	5423	6521	588	476	2663	146284	322	578240	44561	49963	445	614	423	0	292	0	0	867	866	39014	1234	201601	12203	4825	63033	1399	1094	47763	694	843	352	838	24344	18829	33035	8192	8721	6876	1359	310	26359	906	25905	769	164060	824	5171	0	2219	6211	2369	892	319	0	10787	13822	95625	2007	1237	0	13135	42874	0	490	439	1061	110593	27056	0	1250	17172	672	519	787	1340	5819	18139	154111	1066	0	0	16042	3802	7460	11587	3068	3692	9017	1669	51733	3164	0	300	4118	526284	1207
g__Angelakisella	296	16266	733	15806	35132	24852	11364	0	8020	0	48754	0	0	7445	663	0	22805	21447	10260	11863	38175	7655	810	22721	477	2031	2869	25516	39385	827	58498	404	9204	4891	6324	22647	1274	9479	1050	31616	931	34203	0	46570	508	43894	0	810	374	10786	19448	4970	11625	26218	9368	29757	9117	2147	11741	3988	14439	1534	9807	15595	18605	3279	3248	4873	8083	1427	4904	352	25345	7646	18157	5416	6702	11802	14648	144553	916	8917	8575	31108	21261	20971	67784	46089	7028	22474	30290	13385	11499	1784	3169	36003	21643	1823	56372	12059	7456	3333	21393	32615	9896	10454	23881	34705	552	35691	1074	1657	51010	21485	53364	40562	14769	2770	30795	19523	7583	8653	17820	18709	9438	1570	11450	30060	36015	12664	34710	20254	21623	214152	1659	8326	20546	27106	9796	4869	8378	14118	688	8209	19567	1025	21531	62436	35728	28797	99640	17540	128787	6087	6151	18586	63158	1127	83375	2258	31695	40065	13533	642	74264	16194	2416	38416	17782	33260	15002	36015	44334	35712	2180	48814	42968	35567	1566	45100	16395	1416	10071	6405	17620	58313	545	390	11197	96347	32511
g__Eubacterium_R	12194	4329	0	803	12874	553	962	350	0	0	35514	11479	1474	10533	0	0	11004	2080	12966	418	8097	25427	513	1449	592	1405	4769	674	3224	677	319	507	583	16839	1006	1308	3720	932	7541	441	44035	26683	544	15215	7358	17839	11634	549	50337	439	665	2746	921	26159	30057	24574	8604	25218	12771	3751	32187	466	39513	4319	1396	2781	573	9326	13230	8864	2440	7853	1531	8250	10987	2374	22612	511	550	47607	14148	10344	12409	34676	12806	1371	6848	6116	70391	16117	22946	8512	6239	18252	16188	80144	5690	68874	6020	32071	32271	3166	3663	15411	7075	79225	45409	2937	18281	24983	7527	100282	64483	9523	57999	10242	28276	41416	11007	3787	19796	172617	67565	6863	3925	52764	113492	146217	9587	7072	16706	18921	21542	5281	837	11041	1232	101270	21057	4656	11149	22527	1947	13116	12645	6574	18686	4239	10475	14692	27564	7851	20531	5095	1233	2767	70427	3318	3371	20807	43463	182444	63895	602	45200	2674	7709	1425	36700	165762	12119	54953	7626	35139	19626	35993	9825	2994	36746	5115	3627	26852	7272	19480	26916	5611	386	36703	34721	4705	8364
g__Odoribacter	4345	5863	1054	5867	6716	22001	50951	1544	509	0	29454	9693	1064	13829	20991	6035	12676	56941	13218	18173	12323	3854	14381	871	36892	2256	10998	16169	6202	47989	30376	20989	3292	4913	13818	2388	3245	7112	4309	836	1324	17913	10517	13856	20633	12286	11221	41148	8316	0	1388	11378	23090	4904	7155	21979	13431	2574	4611	10672	27463	10403	20750	14219	10064	4373	21997	11463	13769	5658	12061	1157	14109	3737	14143	13029	349	3174	54435	86738	58084	826	879	20567	3198	48349	834	26317	13039	7010	53719	16879	18734	23363	7637	14108	3261	6435	8825	13608	2621	17503	70296	45568	37854	29619	34841	59151	42639	41990	17552	3407	10749	2791	10150	36784	21164	2851	16098	8739	1195	45536	28910	7784	34548	46522	32339	35841	28944	2485	18833	23680	28950	171697	47070	6731	23943	5569	25260	2506	3418	1729	601	34634	3671	3047	1118	8209	15190	15751	24728	1122	1243	5362	15977	42523	10092	39588	101239	35689	6663	4420	51791	17654	7320	39568	10626	47581	4296	122999	12141	34956	23985	16410	6549	60671	1760	2705	11282	19968	107807	6701	28398	19616	17479	3009	3098	1897	10935	60806	45482
