SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Spongiibacteraceae	60	55	14	2	30	13	85	20	53	10	4	16	35	13	18	28	109	34	12	37	50	9	1	20	3	3	7
Sinobacteraceae	264	164	25	19	30	24	221	23	211	17	11	64	190	6	34	14	292	85	26	48	46	11	2	1	2	17	10
Steroidobacteraceae	14	41	6	4	22	11	76	29	30	9	3	13	9	6	8	5	45	6	1	2	12	3	2	0	2	1	3
Candidatus Competibacteraceae	135	73	19	5	32	30	85	11	122	13	4	33	88	9	11	23	113	57	13	9	37	8	6	8	2	12	13
Bartonellaceae	385	336	80	45	131	79	301	121	310	107	34	41	249	45	30	60	400	32	42	28	77	41	33	36	28	55	41
Methylocystaceae	48	224	34	27	122	62	474	54	263	55	24	100	67	56	57	23	303	224	37	43	78	29	17	20	9	19	36
Bradyrhizobiaceae	366	1201	237	116	444	385	2101	369	1344	205	89	643	334	152	252	110	1585	982	168	302	362	164	23	70	36	49	192
Hyphomicrobiaceae	183	547	93	48	126	114	607	109	738	79	35	212	144	80	84	67	696	344	60	112	133	40	9	26	21	20	98
Beijerinckiaceae	44	102	15	10	36	17	143	51	140	25	9	42	55	14	22	21	134	80	16	37	55	17	4	1	3	8	17
Phyllobacteriaceae	309	1320	257	151	334	291	1839	369	1694	228	74	580	326	193	207	159	1796	906	187	249	367	111	26	84	29	60	197
Rhizobiaceae	2969	4434	919	512	3040	2290	8122	5971	13560	8379	1698	1527	1668	3346	1677	2655	9041	2505	2378	1054	6299	1882	656	3513	702	1082	1935
Brucellaceae	82	199	31	17	50	41	237	54	189	29	6	60	68	29	16	19	214	68	18	27	56	29	4	13	10	40	27
Rhodobiaceae	196	240	41	20	71	46	272	43	218	35	12	85	160	19	24	15	253	113	25	26	49	28	5	10	11	35	18
Methylobacteriaceae	72	426	79	32	107	124	593	103	432	62	38	266	74	53	55	49	673	365	50	106	93	33	9	10	26	20	73
Aurantimonadaceae	41	163	27	25	43	43	226	44	170	13	5	61	32	23	24	11	154	131	16	35	56	17	0	5	5	3	33
Xanthobacteraceae	22	93	14	3	45	21	202	17	93	12	7	49	17	9	14	9	116	76	12	13	38	10	3	3	2	2	18
Cohaesibacteraceae	34	33	6	3	6	8	23	5	29	2	4	4	32	1	2	6	36	4	0	3	7	2	1	2	0	3	3
Chelatococcaceae	18	56	9	6	10	26	60	17	40	12	2	19	20	3	3	3	52	28	3	11	19	4	0	0	2	1	8
Salinarimonadaceae	7	13	8	2	6	5	27	4	30	6	1	28	5	6	5	2	42	31	1	6	9	1	0	0	0	1	3
Rickettsiaceae	159	185	54	30	76	52	116	24	113	53	11	18	120	29	11	31	162	24	26	9	41	15	6	7	6	28	21
Anaplasmataceae	66	182	65	29	42	51	70	49	123	57	24	16	108	56	24	22	110	23	29	19	72	18	3	9	4	80	23
Candidatus Midichloriaceae	68	33	8	4	3	2	5	12	12	4	1	6	32	2	3	12	72	1	0	2	5	1	0	4	0	7	3
Candidatus Deianiraeaceae	7	9	1	1	3	7	3	5	10	1	1	0	11	2	2	2	6	0	6	0	6	6	1	2	1	1	7
Pelagibacteraceae	235	175	69	29	64	56	74	98	169	66	24	26	187	43	14	47	250	12	23	12	45	18	12	26	11	20	49
Acetobacteraceae	413	1253	301	129	363	245	1742	482	1185	177	118	495	345	146	140	143	1559	640	142	187	337	85	25	55	32	39	181
Rhodospirillaceae	1102	2463	487	276	664	490	2774	789	2312	405	205	865	919	201	270	240	2989	1119	134	367	521	201	62	80	39	73	266
Geminicoccaceae	2	22	7	4	4	10	47	8	25	9	3	19	1	3	4	3	44	19	1	6	9	1	0	1	1	0	7
Rhodobacteraceae	1666	3914	741	394	968	860	4733	837	3761	623	209	1484	1273	508	446	386	4404	2139	415	675	990	315	73	167	104	199	527
Hyphomonadaceae	192	379	82	40	64	59	362	80	291	76	18	120	109	60	33	47	415	149	34	46	76	19	9	30	9	27	38
Sphingomonadaceae	563	1551	326	164	526	313	2695	405	1666	219	143	735	485	216	236	197	2411	1124	159	291	440	133	46	93	58	54	249
Erythrobacteraceae	239	531	112	46	121	68	680	233	515	68	34	183	185	75	71	61	663	241	71	67	118	27	11	25	36	39	96
Caulobacteraceae	138	539	120	63	174	127	940	131	672	91	47	357	118	66	87	58	711	505	56	110	118	52	8	25	14	25	98
Parvularculaceae	9	68	16	9	32	9	104	19	58	6	10	42	22	2	3	5	62	21	6	5	12	3	4	11	1	7	9
Kordiimonadaceae	6	30	6	3	12	9	36	14	29	4	1	6	9	4	3	3	27	11	9	5	9	3	1	0	1	0	8
Sneathiellaceae	58	39	2	3	6	8	11	3	23	9	0	3	36	1	4	3	40	7	3	8	5	1	0	11	0	2	0
Kiloniellaceae	12	32	6	3	7	5	39	3	26	2	2	11	9	2	3	8	27	16	1	1	5	2	1	0	0	4	3
Rhodothalassiaceae	2	4	6	2	2	2	14	1	9	0	0	3	0	0	0	2	11	4	0	1	2	0	1	0	0	0	1
Holosporaceae	59	85	24	16	27	17	47	27	73	15	1	1	27	11	6	13	70	8	17	1	45	11	9	5	0	5	2
Candidatus Paracaedibacteraceae	59	31	15	6	30	9	63	3	28	4	4	4	33	1	5	5	31	7	8	1	4	0	0	1	5	10	2
Caedimonadaceae	4	14	7	2	0	4	4	0	13	1	1	0	8	2	5	1	8	2	3	2	6	0	0	3	0	0	0
Emcibacteraceae	5	37	8	10	7	1	26	3	28	5	1	9	10	8	5	2	42	14	1	2	5	3	1	0	1	3	4
Minwuiaceae	3	4	2	0	3	2	17	4	4	5	1	14	3	2	0	2	22	9	0	1	1	0	1	0	0	0	1
Methylophilaceae	343	404	127	76	55	61	212	71	203	85	61	53	237	35	19	43	279	47	32	22	113	24	6	22	14	29	35
Gallionellaceae	350	251	43	24	75	78	262	68	273	38	18	73	225	55	27	40	469	124	21	47	87	10	10	25	10	22	51
Nitrosomonadaceae	300	244	64	32	47	58	179	74	250	49	17	71	174	34	15	34	244	44	18	32	54	44	6	26	10	30	41
Thiobacillaceae	20	102	19	18	34	32	162	34	135	22	11	52	26	15	13	9	136	55	12	32	42	14	5	4	2	1	18
Sterolibacteriaceae	18	57	8	5	15	25	54	17	84	14	1	19	12	6	15	15	112	34	5	11	23	4	1	1	0	1	7
Alcaligenaceae	839	1128	194	97	357	181	1692	263	1196	199	93	511	578	120	155	117	1809	709	126	181	285	133	12	69	49	95	182
Oxalobacteraceae	937	1492	304	165	400	292	1949	462	1905	341	113	668	627	238	248	190	2223	994	222	298	403	115	61	87	82	106	361
Comamonadaceae	797	2148	427	218	642	415	3306	559	2440	443	168	1076	642	212	282	250	2765	1480	260	394	563	196	46	78	57	83	389
Burkholderiaceae	1182	2444	519	244	826	511	4594	565	3062	495	160	1139	965	324	348	290	4284	1781	274	422	678	229	93	132	85	134	437
Sutterellaceae	801	2392	491	277	433	177	2337	387	3232	1040	151	1790	564	287	125	218	6517	419	106	91	546	76	26	231	121	75	1099
Neisseriaceae	2108	2707	505	316	369	187	1223	1513	1280	173	125	197	1287	242	135	177	1556	355	356	113	300	80	42	77	2578	104	244
Chromobacteriaceae	150	505	110	44	142	97	603	135	466	106	28	186	126	94	59	83	665	272	70	76	134	35	13	27	15	31	92
Rhodocyclaceae	86	295	59	35	94	67	469	56	390	53	18	114	83	55	67	24	364	251	66	54	63	31	7	15	6	8	56
Zoogloeaceae	1466	4241	1339	1004	2810	1386	4438	1104	4436	5347	2009	641	412	299	202	981	1509	376	196	134	5440	104	136	667	2689	321	954
Azonexaceae	16	114	16	7	23	22	127	24	158	25	21	39	12	5	14	26	149	61	14	24	25	4	3	16	4	3	15
Mariprofundaceae	16	66	14	9	13	8	53	9	32	11	0	10	22	7	4	4	84	45	4	1	34	6	0	0	4	1	10
Bdellovibrionaceae	268	274	58	36	61	46	156	70	245	76	30	36	185	47	37	37	237	72	40	27	80	36	9	29	13	17	41
Oligoflexaceae	11	26	7	2	9	6	38	5	25	4	1	8	12	1	2	0	26	21	3	7	10	4	1	4	0	1	2
Pseudobacteriovoracaceae	7	41	7	4	3	6	20	2	29	2	2	5	5	3	3	10	63	2	0	5	7	9	1	7	0	1	7
Silvanigrellaceae	88	78	21	14	16	22	23	59	28	19	6	3	64	15	6	11	71	1	4	2	17	4	1	12	3	4	13
Bacteriovoracaceae	276	298	58	27	120	74	351	79	226	74	32	19	176	55	23	44	197	38	41	26	80	10	9	28	14	56	34
Halobacteriovoraceae	23	50	18	7	12	16	24	14	53	14	3	4	15	11	0	6	20	0	5	7	53	7	2	5	2	1	3
Acidithiobacillaceae	16	74	20	7	40	19	126	15	60	13	13	11	16	12	11	17	87	37	8	6	31	18	5	7	3	7	7
Thermithiobacillaceae	3	12	1	0	3	0	6	3	7	0	2	9	1	1	0	1	6	3	0	1	1	0	0	0	0	0	0
Hydrogenophilaceae	3	18	4	3	10	5	29	7	49	1	0	9	4	2	4	7	36	15	2	7	5	0	2	3	0	1	2
Myxococcaceae	128	688	134	67	152	275	637	57	377	49	20	136	94	63	95	35	477	348	96	114	108	60	21	15	21	16	45
Archangiaceae	9	56	13	5	21	19	115	20	83	11	5	47	20	27	11	10	200	73	9	12	19	6	3	5	3	1	7
Vulgatibacteraceae	1	7	2	0	2	4	29	3	14	3	1	12	9	1	5	1	13	9	2	2	5	1	0	0	0	2	6
Anaeromyxobacteraceae	1	3	0	0	0	1	1	0	4	1	0	2	1	1	2	0	1	11	1	0	0	0	0	0	1	0	1
Polyangiaceae	37	122	21	16	45	30	220	35	199	20	14	90	33	12	17	15	201	148	23	33	44	11	4	1	10	10	21
Sandaracinaceae	4	12	2	2	3	2	31	4	18	2	1	16	7	1	1	3	30	16	3	5	5	4	0	0	0	0	1
Labilitrichaceae	6	21	9	0	4	5	31	3	22	4	2	8	6	3	3	15	67	14	1	4	10	1	2	4	1	0	2
Nannocystaceae	6	25	6	1	13	2	67	6	41	1	2	35	8	4	3	1	35	30	4	2	8	2	0	0	0	0	2
Kofleriaceae	3	37	12	6	9	12	55	14	20	2	1	14	1	4	3	4	23	31	0	3	6	1	0	2	1	1	2
Desulfuromonadaceae	97	390	66	24	142	120	603	77	504	54	31	151	102	39	45	62	538	202	61	80	173	50	16	33	19	54	73
Geobacteraceae	138	495	112	43	203	159	803	169	624	84	30	233	167	76	69	47	557	309	79	97	161	46	20	26	13	44	120
Desulfurellaceae	13	34	16	6	14	5	19	8	22	14	2	2	13	5	2	12	41	4	2	0	6	4	1	2	2	1	3
Desulfovibrionaceae	1003	4303	861	460	1222	1083	9620	4534	3207	1767	271	6675	1044	1232	746	227	4041	5053	535	1131	2100	730	93	119	376	138	2021
Desulfomicrobiaceae	34	136	27	7	29	29	149	38	149	21	13	60	20	17	14	17	146	66	12	21	48	7	4	11	6	6	26
Desulfohalobiaceae	20	64	29	6	14	14	57	13	57	14	1	13	11	9	5	7	93	14	7	13	27	7	2	4	4	1	11
Desulfonatronaceae	4	13	3	1	10	7	41	9	34	3	1	12	13	4	2	3	33	11	3	7	10	1	1	2	2	1	3
Desulfobacteraceae	628	1169	272	150	348	413	1270	393	1272	283	82	339	460	221	126	141	1097	380	158	196	435	149	44	71	71	133	190
Desulfobulbaceae	224	322	70	40	132	117	488	76	354	46	32	136	164	60	43	56	405	217	43	48	140	22	6	26	8	25	58
Syntrophobacteraceae	31	190	46	23	78	44	276	38	159	31	8	63	35	30	41	12	136	113	40	33	54	37	6	11	9	6	45
Syntrophaceae	305	583	132	64	267	184	847	144	666	95	27	201	279	80	83	39	606	287	104	159	258	83	20	34	25	84	109
Syntrophorhabdaceae	9	8	2	7	4	6	9	2	14	1	0	3	6	3	4	0	7	5	3	1	3	3	1	1	0	0	1
Desulfarculaceae	35	73	21	14	20	19	92	3	63	5	8	22	14	11	7	5	67	40	11	14	13	4	3	5	3	2	16
Bradymonadaceae	10	52	5	13	34	23	175	8	54	7	6	19	12	2	9	15	73	49	6	9	14	18	4	2	0	5	12
Candidatus Desulfofervidaceae	8	20	4	3	2	3	7	3	29	0	0	1	3	6	1	2	12	0	2	6	11	0	0	1	5	1	1
Helicobacteraceae	1204	2314	585	294	437	638	995	1015	2446	303	333	824	904	354	267	454	4480	3221	321	198	1465	505	150	155	1476	207	936
Campylobacteraceae	3084	6967	1818	968	1211	2022	1947	3636	7146	1174	1060	438	2406	1168	896	1585	16024	1228	1096	551	5166	1897	630	367	6832	675	2780
Hydrogenimonaceae	14	36	15	5	6	7	32	14	41	6	6	5	12	8	6	4	79	8	8	8	22	6	2	1	17	9	6
Nautiliaceae	39	64	15	6	18	23	36	33	96	30	5	6	27	26	7	12	50	11	13	1	41	10	2	10	6	6	37
Fusobacteriaceae	5047	2130	631	366	892	737	1656	682	2437	1045	172	243	5009	531	199	453	1958	239	272	143	787	212	146	299	167	319	9893
Leptotrichiaceae	916	854	323	186	305	277	426	242	746	335	93	94	595	193	75	122	562	79	105	54	325	54	82	110	48	138	503
Nitrospiraceae	340	734	156	106	201	169	797	182	702	104	71	133	246	96	69	106	693	221	94	83	236	55	24	77	39	60	119
Acidobacteriaceae	322	1085	223	122	421	286	1901	262	1163	194	82	435	297	179	169	127	1424	686	183	225	372	142	41	54	51	65	171
Solibacteraceae	18	35	7	1	10	13	95	31	56	6	3	18	10	3	2	8	62	21	7	18	8	1	4	2	1	2	5
Bryobacteraceae	7	42	8	4	10	4	36	11	45	6	1	29	7	1	4	0	30	22	2	8	10	5	2	0	1	0	2
Holophagaceae	10	37	9	5	16	7	81	16	40	7	1	30	15	9	3	10	52	27	7	9	12	4	0	1	2	2	10
Thermoanaerobaculaceae	3	22	3	4	0	4	15	3	13	2	2	4	1	0	0	4	15	4	2	0	2	0	0	0	0	0	0
Vicinamibacteraceae	6	15	0	1	4	11	38	6	37	4	1	10	3	2	4	3	35	14	0	2	12	0	0	2	0	1	3
Dictyoglomaceae	9	20	3	6	18	12	20	4	21	11	4	5	9	4	3	6	19	3	2	5	7	6	2	11	0	2	14
Endomicrobiaceae	266	573	4	6	2	15	15	6	29	14	5	2	21	7	5	2	11	5	5	6	18	1	3	4	3	5	3
Elusimicrobiaceae	6538	21874	5227	2632	164	419	348	1204	2332	75	510	46	3388	227	105	49	575	153	103	36	163	113	9	44	282	72	43
Aquificaceae	23	52	12	7	21	10	62	23	73	17	8	10	16	9	5	15	90	11	7	4	17	4	0	14	21	3	15
Hydrogenothermaceae	83	88	25	19	26	24	31	21	81	21	13	3	66	19	7	7	45	6	8	4	38	5	2	4	2	5	18
Desulfurobacteriaceae	27	56	16	4	21	19	61	10	38	15	3	8	25	6	9	5	43	11	11	9	16	10	2	3	27	5	15
Thermotogaceae	79	151	49	20	44	42	126	66	169	44	10	22	80	34	21	16	187	39	23	30	86	17	6	11	13	26	33
Fervidobacteriaceae	73	154	38	28	67	55	106	34	137	66	9	14	56	37	28	18	115	21	46	22	46	13	14	13	5	9	32
Kosmotogaceae	36	77	17	10	42	9	80	21	64	11	9	8	35	10	7	10	71	8	11	10	23	11	6	11	17	20	6
Petrotogaceae	194	284	97	51	95	115	142	63	261	119	59	28	174	47	16	48	187	18	27	32	183	30	26	43	18	70	48
Mesoaciditogaceae	13	28	12	7	14	7	36	5	23	13	0	16	12	5	6	8	32	10	7	1	5	1	1	0	3	9	124
Deferribacteraceae	160	300	100	58	74	116	198	111	237	101	27	40	133	49	27	55	273	37	41	41	86	36	17	52	34	42	43
Chrysiogenaceae	2	17	6	2	4	9	32	9	19	3	2	4	9	5	6	3	40	15	7	11	14	2	4	1	4	4	7
Thermodesulfobacteriaceae	85	59	17	11	19	12	41	21	35	16	4	18	48	15	3	5	47	10	5	9	24	11	7	12	6	12	18
Spirochaetaceae	77999	534728	82765	64435	154954	27095	264043	103615	97038	1276	9480	7681	77898	13391	4393	15616	209840	4686	5179	15156	41666	3456	75228	1349	72591	260298	423472
Borreliaceae	166	237	86	39	96	55	94	56	152	81	23	33	125	63	32	41	176	8	35	23	94	32	10	35	16	30	47
Brachyspiraceae	36811	104654	54681	20233	9816	31413	8405	4428	35760	83199	36629	2025	53079	7579	6238	17181	103738	2736	9514	3264	82043	13112	7115	5860	8176	5171	71936
Leptospiraceae	165	346	112	67	210	173	504	162	378	196	39	68	133	92	63	63	343	97	75	59	142	50	15	40	28	38	63
Synergistaceae	246	651	140	65	139	144	688	98	789	100	63	175	168	74	72	32	559	263	65	70	150	46	17	20	39	48	58
Calditrichaceae	53	29	4	4	10	7	44	11	29	4	1	7	34	8	5	8	40	10	4	2	30	1	1	1	2	6	6
Coprothermobacteraceae	2	6	0	0	0	0	2	1	1	0	0	1	0	0	0	0	3	6	6	1	6	1	0	0	0	0	0
Chthoniobacteraceae	7	37	7	7	9	12	61	9	58	3	0	13	16	3	2	4	30	14	4	7	15	2	0	12	0	0	6
Verrucomicrobia subdivision 3	83	320	75	27	99	127	476	143	389	56	24	128	74	54	54	36	391	197	49	76	73	27	4	33	21	20	57
Verrucomicrobia subdivision 6	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0
Verrucomicrobiaceae	65	169	36	9	63	65	282	53	241	24	11	73	57	25	28	14	201	111	33	37	45	19	3	18	7	12	23
Akkermansiaceae	413	814	129	72	246	270	975	482	658	202	53	205	344	136	95	59	1029	216	82	114	168	213	11	101	53	33	110
Rubritaleaceae	12	4	1	0	2	0	20	3	5	1	3	0	14	0	2	2	22	5	0	1	6	0	0	0	0	0	6
Opitutaceae	102	268	45	21	76	97	340	82	299	28	13	91	102	43	36	48	283	168	26	60	82	32	13	38	7	12	55
Puniceicoccaceae	1	2	0	0	1	1	3	0	1	0	0	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0
Methylacidiphilaceae	17	52	17	6	20	13	46	9	54	20	4	3	23	20	10	8	46	13	11	14	18	4	3	5	5	3	7
Planctomycetaceae	265	617	118	64	209	217	890	122	503	86	35	153	231	72	60	90	676	253	73	137	195	72	13	35	17	38	127
Pirellulaceae	50	135	42	20	57	49	167	48	173	18	18	38	37	35	26	21	161	32	18	55	37	19	6	18	12	25	36
Thermoguttaceae	15	17	2	1	3	16	19	3	11	1	0	5	11	1	0	1	7	1	0	0	6	4	0	0	0	0	0
Lacipirellulaceae	4	43	6	2	22	10	81	17	75	14	9	21	5	9	7	14	39	11	4	2	12	1	0	11	2	3	8
Gemmataceae	43	137	28	11	63	56	311	33	175	36	11	72	36	34	39	17	150	96	27	34	27	8	3	7	8	3	22
Isosphaeraceae	12	75	11	6	36	21	162	15	108	13	9	25	22	10	10	12	91	49	4	13	20	7	6	6	1	14	9
Phycisphaeraceae	3	12	1	2	4	2	20	3	17	1	0	10	0	4	0	0	17	23	0	1	1	1	0	0	0	0	0
Sedimentisphaeraceae	8	29	8	2	7	4	20	13	20	3	4	11	7	10	3	0	27	4	4	2	2	0	1	5	2	2	4
Anaerohalosphaeraceae	3	14	5	4	1	6	11	4	17	3	1	9	6	2	5	0	10	6	3	2	13	3	0	0	1	0	2
Candidatus Brocadiaceae	100	88	20	18	26	24	45	17	48	13	8	4	63	7	8	2	33	10	8	1	14	7	5	5	1	2	10
Chlamydiaceae	347	790	197	130	684	349	1664	333	1426	577	539	253	267	181	100	272	838	104	143	115	353	383	51	193	162	111	1068
Parachlamydiaceae	83	45	12	1	11	1	15	3	10	5	3	1	57	8	1	5	33	2	2	3	12	1	0	1	1	4	6
Waddliaceae	1	10	0	1	2	2	9	4	3	3	0	3	4	0	1	0	6	2	1	3	0	1	1	0	0	0	0
Criblamydiaceae	2	24	9	4	15	0	46	0	29	0	2	1	4	4	2	0	16	6	4	3	9	4	0	0	0	0	2
Victivallaceae	400	883	213	114	40	174	185	616	260	398	26	220	601	788	457	13	433	2157	459	384	269	637	18	2	39	120	484
Fibrobacteraceae	786	1494	348	164	505	317	1530	313	1093	253	242	277	539	170	173	228	1339	422	173	182	407	336	54	149	119	171	215
Fibromonadaceae	18	30	6	1	8	14	17	8	26	3	1	6	16	6	7	1	11	4	6	2	11	0	10	9	2	4	3
Gemmatimonadaceae	25	97	28	8	30	38	192	30	128	20	4	51	25	11	20	16	193	101	16	29	59	14	2	4	1	1	26
Staphylococcaceae	4111	23328	1850	6145	9019	2756	14609	10157	35911	3545	3386	2225	10391	3511	1626	1110	27932	1729	3991	23386	3670	1255	1156	594	208	4701	4943
Bacillaceae	14007	19442	5094	2965	7379	6740	14712	7783	22610	7601	1755	2446	11821	4396	2103	3321	19727	2912	3485	1528	6652	2902	1138	2408	1324	3635	4077
Planococcaceae	649	1008	281	138	372	348	936	473	1102	301	112	196	514	233	123	154	884	177	164	112	387	90	39	108	65	139	184
Listeriaceae	403	504	123	79	191	171	408	163	560	187	27	96	303	121	53	83	433	64	60	34	213	45	22	42	60	88	81
Sporolactobacillaceae	100	221	45	28	98	101	280	53	292	58	12	48	91	42	42	28	275	46	35	33	89	29	19	27	17	38	42
Paenibacillaceae	2853	6598	1344	774	1979	1974	7618	1903	7114	1479	457	1787	2443	1119	911	895	7146	2500	921	1068	2171	729	229	508	297	655	1190
Alicyclobacillaceae	126	348	65	35	121	122	493	147	373	86	26	147	100	79	54	34	388	165	57	77	136	29	11	20	13	21	103
Thermoactinomycetaceae	178	189	48	23	102	70	258	55	218	55	8	33	139	47	35	43	249	56	33	32	86	20	13	10	5	17	64
Bacillales Family X. Incertae Sedis	0	2	1	2	0	5	1	1	7	0	0	0	4	5	0	0	1	1	1	0	1	0	0	0	0	0	0
Streptococcaceae	5816	33151	4061	4213	2826	3062	6857	7204	14992	7906	3879	737	6146	1737	761	2212	5664	775	1070	675	4570	1686	4638	13839	856	2199	5048
Lactobacillaceae	4184	11277	1636	2479	2391	2712	5282	25094	10668	4417	801	832	3370	3302	1514	1130	6858	1290	2416	593	5573	607	489	2773	3572	1113	2486
Leuconostocaceae	444	1578	297	170	203	216	402	289	572	199	175	89	320	117	74	99	513	81	169	55	162	52	23	63	26	48	93
Enterococcaceae	3073	10005	1977	1344	4144	2334	13662	3590	9608	3028	1279	1577	3742	1590	1504	1360	7983	3051	1977	2539	2755	1470	285	894	667	1184	1850
Aerococcaceae	392	507	111	85	179	138	489	183	412	138	32	52	253	99	45	103	479	93	62	50	153	44	18	57	21	53	101
Carnobacteriaceae	1320	2409	512	326	1527	1240	4427	1205	4554	1374	171	639	1009	699	560	476	2399	885	762	424	1456	337	285	440	70	318	1137
Halanaerobiaceae	353	424	128	82	164	173	287	175	516	155	30	41	266	153	39	63	391	54	80	56	142	63	27	54	32	77	111
Halobacteroidaceae	334	320	93	39	99	109	172	156	264	109	26	33	197	63	19	43	184	22	28	10	79	46	5	12	11	40	62
Thermoanaerobacteraceae	332	830	192	116	255	223	682	177	670	210	59	170	262	179	99	104	714	150	125	103	225	61	29	61	28	67	130
Thermoanaerobacterales Family III. Incertae Sedis	217	433	139	72	99	158	266	126	443	102	34	73	197	73	39	77	307	56	72	42	185	36	13	65	44	52	99
Thermoanaerobacterales Family IV. Incertae Sedis	24	33	9	8	24	18	129	9	41	1	3	24	16	11	17	2	41	45	13	25	33	27	1	3	3	0	8
Clostridiaceae	214556	616888	167107	90876	197591	289662	437152	157965	564015	169297	41802	98224	223732	100833	57075	80008	390432	104558	71577	40561	224619	113807	19391	50862	15283	30561	363480
Heliobacteriaceae	97	143	29	14	28	46	121	44	159	25	6	46	70	21	11	10	98	41	15	32	65	30	1	9	3	12	17
Syntrophomonadaceae	355	663	150	80	173	208	590	197	694	115	30	165	283	133	74	72	555	162	80	85	172	60	19	52	18	43	105
Lachnospiraceae	369254	1527831	263406	193634	392856	507200	963625	547669	1925010	597441	269820	255371	356485	187001	130709	430191	1104621	164492	192515	80136	894218	131769	73618	258846	81148	102465	638698
Peptostreptococcaceae	9784	12575	2517	1384	4756	7672	15766	8004	24653	6577	925	2983	9547	2189	2154	2445	14295	3540	3083	1380	6306	1362	1422	1686	343	2202	3463
Eubacteriaceae	39147	242393	46580	30695	51387	85579	110853	97393	252778	112362	41261	28790	37917	24868	14054	92411	143664	14963	21772	7428	442910	13766	7620	50157	2158	16110	101857
Peptococcaceae	1900	5166	1136	586	1464	1522	5219	1283	8296	1640	361	1592	1396	1116	583	882	4401	1114	720	485	1855	391	202	581	193	381	1402
Oscillospiraceae	47564	245748	51723	24238	92555	60816	489716	87033	342435	102635	14591	175443	60348	40748	49768	11378	397656	198210	35690	39966	86488	33789	7733	4790	6360	4197	45134
Catabacteriaceae	9917	7768	1862	818	14929	2491	52019	3855	7456	2529	216	3078	10792	2440	4213	400	9885	8182	5215	1685	18640	3534	334	271	1765	1603	2088
Ruminococcaceae	314328	1845264	394622	201448	659025	405646	2428330	1006833	1767838	413396	97123	662369	290008	197460	192222	243594	1953374	528298	218436	153080	640818	135933	41792	110579	36999	62606	281405
Symbiobacteriaceae	4	44	7	5	10	12	61	18	52	0	4	20	11	4	5	3	63	37	2	6	15	5	0	0	1	0	7
Christensenellaceae	27354	29002	6416	3194	14858	15362	70134	22891	20280	2779	1088	11510	22374	5570	14569	614	24576	39697	13770	35907	13317	3154	3110	189	1890	1057	14770
Defluviitaleaceae	98	260	92	41	80	90	246	134	243	55	23	59	95	41	31	35	169	57	25	41	55	22	8	13	5	17	38
Proteinivoraceae	51	73	21	10	23	15	28	18	44	46	3	3	32	12	8	7	39	6	9	1	13	3	0	5	1	3	4
Hungateiclostridiaceae	1564	2953	665	359	1243	1329	3625	1157	3678	1038	163	901	1284	628	546	345	2985	1038	683	567	1142	308	127	248	105	371	1239
Vallitaleaceae	80	148	42	18	67	68	104	67	248	90	7	18	67	46	24	26	174	27	22	13	64	11	6	9	5	10	28
Clostridiales Family XVII. Incertae Sedis	49	162	36	19	37	31	182	28	127	19	5	60	27	12	15	9	180	121	17	19	33	9	7	4	6	12	29
Clostridiales Family XII. Incertae Sedis	16	54	8	3	9	19	70	18	83	15	0	13	15	13	13	5	51	27	20	10	26	6	4	11	0	1	12
Clostridiales Family XIII. Incertae Sedis	1472	4085	1049	527	3278	987	16621	2904	19003	398	205	890	1619	594	1305	539	14553	4794	2584	551	2151	2314	227	547	153	293	765
Clostridiales Family XVI. Incertae Sedis	27	52	12	2	19	24	59	18	89	15	0	23	17	9	12	7	63	20	14	17	20	9	2	7	2	3	14
Candidatus Borkfalkiaceae	141	227	49	24	148	83	494	78	271	132	8	75	101	66	48	25	400	113	55	46	109	167	13	5	17	13	26
Erysipelotrichaceae	29391	95916	29838	13730	89716	47529	141562	331428	319356	176258	10908	8099	40433	40472	18434	16400	72301	15361	33655	8605	58564	9015	3389	75001	15494	9904	32489
Sporomusaceae	835	2346	459	261	427	483	1366	437	1349	329	139	263	647	230	123	261	2025	288	155	162	364	125	52	185	58	185	278
Selenomonadaceae	7869	73130	13314	8241	2231	4563	7497	1926	9938	1543	5254	1533	3808	1122	706	4157	24530	1488	727	640	1718	470	218	3304	891	1713	2154
Acidaminococcaceae	90986	102859	24326	12951	127683	71488	430943	134626	229385	93094	8756	68171	99569	25881	49829	35175	315343	89166	60927	27412	86943	70387	8384	22504	3787	5976	17884
Veillonellaceae	8694	100385	24968	14149	2970	3957	8744	2113	69427	28865	7672	2970	8612	846	807	1462	12690	1151	780	1180	11635	488	949	1117	8518	670	1803
Limnochordaceae	4	20	3	2	11	6	52	10	47	8	2	18	2	6	8	0	53	34	2	5	13	2	0	0	0	0	10
Peptoniphilaceae	1231	1787	484	326	691	616	1125	640	1657	656	112	355	959	414	208	267	1408	228	276	148	739	119	77	179	110	250	2706
