SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Pelomonas	16	44	8	3	8	9	69	10	65	3	1	27	5	6	5	14	61	48	2	15	9	11	0	0	3	2	8
Giesbergeria	6	23	4	2	15	4	65	8	10	2	0	8	5	1	2	2	23	3	0	2	7	2	1	1	0	1	1
Simplicispira	21	26	5	3	3	0	30	4	40	3	6	10	16	2	5	0	25	28	2	3	1	1	0	0	1	2	4
Limnohabitans	1	10	5	0	7	2	26	2	24	1	0	4	3	4	2	0	7	4	1	0	2	0	0	0	0	0	0
Kinneretia	1	6	0	1	10	3	51	2	6	2	1	8	1	0	0	2	14	7	0	3	1	0	0	0	0	0	4
Pseudorhodoferax	6	17	9	6	1	2	19	3	20	1	4	7	3	1	1	1	15	12	1	1	6	2	0	1	1	0	4
Caenimonas	7	10	0	1	2	5	9	3	8	4	0	0	5	1	1	1	11	4	0	4	2	1	0	0	1	0	6
Extensimonas	3	14	2	0	22	2	91	7	34	6	1	7	2	6	2	2	26	8	3	0	4	2	1	0	0	0	2
Candidatus Symbiobacter	4	10	6	2	3	1	8	3	16	1	0	4	1	2	0	0	11	1	0	0	0	1	1	1	0	2	0
Melaminivora	10	32	5	4	9	0	45	9	31	1	1	16	6	0	1	4	21	16	1	2	5	3	0	1	4	0	7
Corticibacter	1	4	0	0	3	1	15	4	9	0	2	8	5	2	2	1	11	16	3	3	1	0	0	0	1	1	2
Tibeticola	3	4	0	1	3	0	24	2	6	1	3	1	1	1	1	0	6	2	1	1	1	0	1	0	0	1	2
Serpentinomonas	4	5	0	0	4	3	14	6	32	1	1	15	2	1	1	0	20	8	4	1	3	0	0	0	0	0	0
Pulveribacter	4	12	1	0	3	2	14	6	15	4	0	5	2	1	1	1	13	7	1	1	1	1	0	0	0	0	0
Burkholderia	173	732	137	66	269	85	1310	146	783	148	33	364	185	85	87	62	948	577	61	122	184	64	14	44	22	24	155
Polynucleobacter	397	192	32	19	60	33	172	36	109	18	13	22	256	17	15	21	168	27	29	10	35	12	9	13	5	19	15
Lautropia	18	89	23	10	11	2	59	18	81	11	13	18	17	5	5	3	60	41	5	7	11	10	2	11	4	1	6
Ralstonia	116	185	51	13	67	75	1069	48	451	80	20	112	86	43	33	23	1158	226	21	39	63	16	11	8	6	3	47
Pandoraea	106	150	31	9	40	32	219	29	154	28	5	82	70	32	20	17	205	106	19	27	32	8	3	7	4	11	21
Cupriavidus	121	450	96	37	97	113	569	89	476	57	25	212	110	45	71	69	619	317	56	89	138	28	11	13	15	18	66
Limnobacter	12	24	6	4	4	9	21	9	37	11	1	17	12	4	2	5	46	18	5	3	13	4	1	1	1	4	9
unclassified Burkholderiaceae	4	6	1	1	34	0	82	10	38	3	4	3	7	2	0	3	38	0	0	0	13	1	2	4	0	0	0
Paucimonas	4	11	3	1	1	6	6	1	8	0	0	2	1	3	0	0	8	0	0	0	2	1	0	0	1	0	0
Candidatus Glomeribacter	8	23	6	6	5	3	11	5	47	2	2	3	4	0	3	0	9	4	4	3	4	0	7	0	2	1	4
Mycoavidus	1	2	0	0	0	0	5	0	6	0	1	0	1	0	4	1	8	3	3	0	0	0	0	0	0	0	0
Paraburkholderia	192	509	116	58	221	130	973	151	756	105	34	268	177	78	96	62	807	409	67	112	153	55	20	23	16	25	98
Caballeronia	1	10	1	3	4	6	55	8	24	4	0	16	10	1	4	2	28	26	2	3	8	3	1	1	0	0	5
Hydromonas	20	13	2	3	2	7	8	7	49	23	0	6	19	1	4	11	60	10	1	1	0	1	1	0	0	2	7
Mycetohabitans	2	13	2	0	0	2	3	1	11	0	1	3	3	2	0	0	18	2	0	1	9	1	0	0	0	0	0
Trinickia	3	18	6	3	7	7	24	3	23	1	0	7	2	2	2	2	27	9	1	3	9	0	6	0	8	26	1
Ephemeroptericola	1	13	4	0	2	0	4	3	4	3	0	1	1	2	2	8	72	4	0	1	2	1	0	2	0	0	3
Sutterella	506	2189	481	271	418	173	1800	379	2761	879	143	1777	550	278	117	212	5331	300	72	86	535	73	21	222	118	60	1088
Parasutterella	2	8	1	2	4	1	106	2	10	1	1	4	3	1	1	1	267	1	2	1	1	0	1	3	1	0	4
Sutterellaceae: environmental samples	3	181	1	1	5	2	138	4	440	155	2	6	3	2	6	0	519	111	31	3	5	2	0	0	2	0	0
unclassified Sutterellaceae	289	13	8	3	6	1	292	2	20	4	5	3	8	6	1	5	398	7	1	1	5	1	1	6	0	2	7
unclassified Burkholderiales (miscellaneous)	317	655	160	58	165	89	814	106	625	107	26	239	226	159	70	37	1065	291	46	78	310	23	11	18	13	27	77
Leptothrix	3	9	3	0	5	2	31	4	9	1	2	9	2	1	3	0	12	10	2	0	3	2	1	2	0	1	0
Rubrivivax	4	43	7	5	10	2	50	7	48	6	6	35	2	7	1	4	40	25	3	7	9	0	0	0	1	1	3
Thiomonas	18	52	11	6	16	7	82	18	76	12	6	38	12	5	5	7	96	64	9	17	13	5	1	0	5	3	11
Sphaerotilus	8	33	2	0	6	7	41	14	42	3	5	33	6	3	5	22	93	38	2	7	6	1	0	0	1	0	3
Ideonella	7	20	1	5	3	8	27	4	2	0	1	11	7	2	3	0	15	7	1	5	3	1	0	3	0	0	2
Xylophilus	10	23	8	0	12	7	43	10	28	4	4	24	8	3	6	2	33	31	3	6	5	3	0	0	0	3	7
Mitsuaria	3	23	4	3	1	3	25	4	16	8	0	19	3	1	4	2	23	29	2	3	6	1	0	0	1	0	2
Aquabacterium	10	48	9	3	13	14	76	8	62	8	1	33	6	13	11	10	94	51	3	5	9	9	3	3	1	4	11
Roseateles	1	22	1	2	18	7	101	10	32	4	2	16	7	2	3	6	30	15	5	4	2	0	0	2	0	0	6
Tepidimonas	0	1	0	0	0	1	1	1	4	0	0	1	5	0	0	0	14	3	0	1	1	0	0	0	1	0	0
Rhizobacter	0	18	3	0	8	4	41	3	14	2	0	4	0	0	3	0	8	24	0	2	4	1	0	0	1	0	2
Methylibium	3	29	5	1	9	2	24	1	13	6	2	6	6	2	0	3	32	13	1	1	6	0	1	0	1	0	5
Paucibacter	4	27	4	3	7	7	48	5	41	6	20	22	5	4	0	4	65	19	6	4	6	1	1	0	1	4	2
Tepidicella	2	14	3	0	3	1	39	0	12	1	1	2	7	0	2	2	22	4	1	2	1	0	0	1	0	0	3
Piscinibacter	4	31	1	2	19	4	120	9	96	5	1	24	2	4	2	3	54	43	0	5	5	1	0	1	1	2	3
Rivibacter	1	5	4	0	0	0	11	1	17	2	1	2	0	0	4	1	8	6	1	0	1	1	1	2	0	1	1
Vitreoscilla	56	25	5	4	16	4	78	3	73	1	1	22	42	8	4	4	28	21	3	7	15	4	3	2	1	2	2
Neisseria	1280	2203	405	259	178	108	618	1439	533	93	83	91	815	104	45	100	1000	189	66	54	201	49	20	37	2546	40	192
Eikenella	108	109	14	6	11	12	49	19	31	7	7	14	60	4	17	7	78	24	8	2	8	2	0	0	3	8	10
Kingella	325	154	37	20	30	11	114	16	108	21	6	8	185	9	7	13	129	23	6	5	21	3	2	3	5	23	13
Morococcus	4	2	3	1	40	0	50	3	1	0	0	0	1	1	5	0	2	5	2	0	0	2	1	0	4	0	0
Uruburuella	6	13	2	2	1	8	12	0	10	2	0	4	0	0	1	3	26	9	1	3	3	0	0	1	1	0	2
Conchiformibius	13	30	14	6	12	7	60	4	25	2	0	3	6	4	10	2	28	15	10	9	3	2	1	0	2	1	5
unclassified Neisseriaceae	96	58	8	7	6	9	29	8	52	13	10	20	56	11	6	7	61	4	7	3	24	6	4	7	7	7	7
Stenoxybacter	72	28	3	1	6	8	19	2	19	1	1	4	52	0	4	9	33	7	7	6	4	0	1	1	5	5	0
Snodgrassella	36	37	7	5	33	11	86	11	387	26	10	6	22	96	33	22	72	30	246	3	9	3	2	21	2	11	3
Crenobacter	108	46	6	4	35	9	105	8	39	7	7	25	44	5	2	10	95	26	0	15	11	3	2	5	2	7	10
unclassified Neisseriales	57	4	1	2	0	0	1	3	1	0	0	0	28	1	0	2	12	0	1	1	0	0	0	0	0	3	0
Aquaspirillum	5	11	4	3	4	2	14	7	12	3	2	5	1	2	0	4	15	9	1	0	3	0	0	1	1	0	2
Microvirgula	2	8	2	1	3	3	16	4	16	4	2	8	3	5	3	11	35	3	0	0	3	1	1	1	0	3	2
Vogesella	0	8	3	1	3	4	39	3	20	4	0	9	1	5	2	1	31	10	2	4	3	2	0	0	0	1	3
Laribacter	2	11	1	2	9	5	23	8	29	3	1	9	2	6	4	1	30	6	3	1	4	3	0	1	1	1	8
Chitinibacter	16	36	9	6	16	13	32	18	18	5	0	3	9	8	0	5	39	10	2	3	19	3	2	2	1	3	5
Andreprevotia	12	55	13	3	8	8	38	7	46	7	4	14	10	9	1	12	69	24	6	7	5	0	0	5	3	1	4
Gulbenkiania	5	19	1	3	4	6	13	1	11	4	1	5	2	0	2	1	12	10	0	3	1	0	0	1	0	1	2
Paludibacterium	2	48	9	3	26	0	14	6	19	3	0	3	6	6	6	4	31	7	7	5	2	4	0	1	0	2	3
Aquitalea	15	51	13	2	5	5	31	5	34	9	2	17	8	8	9	5	57	26	7	3	4	8	1	6	1	1	6
Chitinilyticum	5	10	2	1	5	14	34	3	12	5	1	8	7	3	3	3	14	3	1	6	5	2	0	0	0	0	8
Pseudogulbenkiania	7	30	7	6	7	5	45	10	42	5	1	10	4	3	1	16	46	20	5	4	8	0	1	1	1	4	5
Chitiniphilus	3	15	2	2	9	2	15	20	16	3	1	13	4	3	1	2	28	13	1	4	0	1	0	0	0	1	7
Jeongeupia	2	11	3	0	6	3	24	5	8	2	0	3	2	1	0	0	7	9	5	2	4	2	0	0	0	0	0
Chromobacterium	43	165	27	8	30	18	243	27	149	19	9	73	46	20	20	12	192	110	26	29	60	7	6	5	4	11	22
Iodobacter	30	24	8	1	7	9	17	10	29	30	2	5	21	7	6	5	56	11	4	2	13	2	2	1	2	2	5
unclassified Rhodocyclaceae	35	147	27	17	72	45	340	32	262	33	8	79	39	52	53	17	258	188	57	37	51	27	6	10	3	4	42
Propionivibrio	5	24	8	8	5	5	41	4	40	4	3	5	7	2	4	2	23	17	1	3	1	0	0	1	0	0	2
Azospira	27	40	11	3	6	1	28	4	32	8	4	6	16	0	0	1	24	13	3	2	1	0	0	1	1	2	2
Aromatoleum	3	17	4	0	5	4	17	4	28	0	1	11	4	0	3	4	25	14	1	2	2	0	0	0	0	0	0
Candidatus Dactylopiibacterium	16	34	5	6	3	8	17	5	4	5	1	9	15	1	3	0	14	8	3	4	5	2	1	0	2	1	9
Oryzomicrobium	0	19	3	0	3	2	20	2	17	1	1	0	1	0	3	0	12	11	1	3	3	2	0	3	0	0	1
Rugosibacter	0	13	1	1	0	2	5	5	6	2	0	4	0	0	0	0	7	0	0	3	0	0	0	0	0	1	0
unclassified Rhodocyclales	35	38	10	4	24	5	119	7	48	5	2	12	24	13	6	2	59	39	15	4	14	2	2	3	2	2	12
Zoogloea	272	643	211	170	438	436	1002	282	1158	955	386	331	118	96	90	415	522	105	104	52	1717	32	52	321	132	108	330
Azoarcus	22	80	12	8	24	24	109	17	140	10	6	54	20	9	13	7	107	106	8	21	13	5	2	2	0	3	13
Thauera	1169	3500	1111	825	2345	919	3307	801	3109	4380	1615	250	270	191	95	558	868	156	80	58	3705	66	81	343	2554	209	611
Uliginosibacterium	2	13	4	1	3	5	18	4	23	2	1	5	3	2	4	0	7	7	4	1	5	1	0	1	2	0	0
unclassified Zoogloeaceae	1	4	0	0	0	1	1	0	4	0	0	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0
Dechloromonas	12	105	13	5	19	19	104	21	138	21	21	35	7	5	10	25	126	50	12	21	23	2	3	16	4	3	13
Azonexus	3	9	3	2	4	3	22	3	19	4	0	4	4	0	1	1	23	11	0	3	2	2	0	0	0	0	2
Candidatus Kinetoplastibacterium	11	30	9	4	12	13	26	4	38	23	2	1	18	14	2	8	29	2	8	1	8	3	1	4	2	0	4
unclassified Betaproteobacteria (miscellaneous)	551	1240	257	138	273	200	1406	190	1202	154	56	463	438	128	148	96	1567	578	130	178	280	100	11	35	25	45	177
Candidatus Tremblaya	0	2	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Accumulibacter	43	130	34	18	37	34	163	44	127	23	9	52	34	16	13	13	143	70	13	21	31	10	3	9	2	6	13
Candidatus Nasuia	8	11	5	2	3	5	4	4	2	2	1	1	7	2	1	0	2	0	3	0	3	0	0	3	1	0	1
Candidatus Profftella	3	11	1	1	7	2	4	4	3	10	3	1	1	4	0	2	3	0	0	1	4	1	1	1	0	0	2
unclassified Proteobacteria	830	998	218	129	258	221	1076	196	763	208	81	178	515	100	78	94	942	258	101	96	225	89	25	58	51	120	132
Proteobacteria: environmental samples	864	23348	6811	2885	5093	166	14343	4814	5773	829	189	1098	705	706	49	596	5595	86	69	173	2407	93	38	146	214	305	133
Mariprofundus	16	66	14	9	13	8	53	9	32	11	0	10	22	7	4	4	84	45	4	1	34	6	0	0	4	1	10
unclassified Zetaproteobacteria	92	173	22	13	29	37	150	31	128	15	6	22	84	14	15	13	219	39	18	7	33	19	7	10	2	15	10
Ghiorsea	112	19	5	3	4	5	16	3	34	1	0	4	49	2	1	6	25	6	3	1	6	5	2	1	0	4	1
Bdellovibrio	231	146	33	14	50	25	107	41	141	64	13	21	146	34	24	28	173	44	23	17	43	22	4	21	7	13	31
unclassified Bdellovibrionaceae	37	128	25	22	11	21	49	29	104	12	17	15	39	13	13	9	64	28	17	10	37	14	5	8	6	4	10
unclassified Bdellovibrionales	138	166	46	22	63	48	138	40	205	133	12	28	86	51	28	13	220	46	28	26	110	20	5	15	11	12	19
Oligoflexus	11	26	7	2	9	6	38	5	25	4	1	8	12	1	2	0	26	21	3	7	10	4	1	4	0	1	2
Pseudobacteriovorax	7	41	7	4	3	6	20	2	29	2	2	5	5	3	3	10	63	2	0	5	7	9	1	7	0	1	7
Silvanigrella	88	78	21	14	16	22	23	59	28	19	6	3	64	15	6	11	71	1	4	2	17	4	1	12	3	4	13
Bacteriovorax	8	28	4	0	39	5	108	4	9	5	0	3	7	5	0	3	21	3	2	2	6	1	2	2	0	1	4
unclassified Bacteriovoracaceae	268	270	54	27	81	69	242	75	217	69	32	16	169	50	23	41	175	35	39	24	74	9	7	26	14	55	30
Halobacteriovorax	23	50	18	7	12	16	24	14	53	14	3	4	15	11	0	6	20	0	5	7	53	7	2	5	2	1	3
Acidithiobacillus	16	74	20	7	40	19	126	15	60	13	13	11	16	12	11	17	87	37	8	6	31	18	5	7	3	7	7
Thermithiobacillus	3	12	1	0	3	0	6	3	7	0	2	9	1	1	0	1	6	3	0	1	1	0	0	0	0	0	0
unclassified Acidithiobacillales	4	12	1	0	0	1	7	1	6	1	0	2	0	1	1	0	8	3	1	0	1	0	0	0	0	0	3
Hydrogenophilus	1	6	0	2	4	2	12	1	25	1	0	3	1	1	2	0	5	3	2	2	4	0	2	2	0	1	1
Tepidiphilus	2	12	4	1	6	3	17	6	24	0	0	6	3	1	2	7	31	12	0	5	1	0	0	1	0	0	1
unclassified Hydrogenophilales	57	66	9	2	17	10	110	9	73	9	0	29	28	12	9	10	71	36	4	23	18	8	1	2	2	2	12
unclassified Myxococcales	114	416	101	37	348	108	1631	149	610	74	23	257	135	54	114	68	694	425	71	90	254	142	25	26	20	33	99
Myxococcus	18	107	28	11	45	13	262	24	146	16	5	65	20	10	28	9	122	153	15	28	46	13	4	12	1	4	15
Corallococcus	104	565	99	53	98	259	325	30	209	32	14	52	67	49	65	21	312	158	75	83	56	43	17	2	18	10	25
Aggregicoccus	5	16	7	3	9	3	49	3	21	1	1	18	6	3	2	5	41	36	5	2	6	3	0	0	2	2	4
Melittangium	5	14	2	1	7	8	28	3	29	0	1	14	6	1	0	5	49	13	0	1	5	0	1	2	0	0	1
Archangium	4	41	11	4	11	11	86	17	53	11	4	32	14	26	10	5	150	60	9	10	14	6	2	3	3	1	6
Vulgatibacter	1	7	2	0	2	4	29	3	14	3	1	12	9	1	5	1	13	9	2	2	5	1	0	0	0	2	6
Anaeromyxobacter	1	3	0	0	0	1	1	0	4	1	0	2	1	1	2	0	1	11	1	0	0	0	0	0	1	0	1
Chondromyces	5	16	4	2	8	3	29	7	45	4	3	14	7	2	2	3	32	16	1	3	3	2	1	0	3	1	2
Polyangium	4	22	2	1	13	5	60	4	53	4	0	15	8	2	4	3	41	33	5	13	8	3	1	0	3	1	4
Sorangium	22	72	12	11	17	10	120	23	73	10	7	53	14	4	7	9	107	95	12	12	25	6	2	0	0	5	12
Pajaroellobacter	6	12	3	2	6	12	9	1	27	2	4	7	4	4	4	0	21	3	5	5	8	0	0	1	4	3	3
Sandaracinus	4	12	2	2	3	2	31	4	18	2	1	16	7	1	1	3	30	16	3	5	5	4	0	0	0	0	1
Labilithrix	6	21	9	0	4	5	31	3	22	4	2	8	6	3	3	15	67	14	1	4	10	1	2	4	1	0	2
Nannocystis	6	25	6	1	13	2	67	6	41	1	2	35	8	4	3	1	35	30	4	2	8	2	0	0	0	0	2
Haliangium	3	37	12	6	9	12	55	14	20	2	1	14	1	4	3	4	23	31	0	3	6	1	0	2	1	1	2
Minicystis	2	10	2	0	10	3	47	1	48	2	4	7	2	2	2	1	32	11	0	3	8	2	1	0	0	1	3
Deltaproteobacteria: environmental samples	17	62	5	5	20	28	67	22	55	7	5	17	6	24	4	1	99	43	7	4	20	4	0	0	1	2	8
Pelobacter	20	137	18	9	35	23	169	20	119	13	9	46	20	8	19	12	154	68	29	27	43	11	3	8	4	10	17
Desulfuromonas	62	184	35	11	93	84	365	44	252	33	13	89	60	20	22	32	302	120	28	44	104	35	13	21	15	41	43
Desulfuromusa	6	10	2	0	3	4	14	5	4	2	0	4	5	5	1	14	47	2	1	3	3	1	0	0	0	0	7
unclassified Desulfuromonadaceae	9	58	11	4	11	9	55	7	127	6	8	11	17	5	3	4	34	12	3	6	22	3	0	4	0	3	6
Geobacter	126	450	103	40	177	149	696	150	526	73	26	210	158	69	60	42	487	281	72	87	131	40	18	21	8	28	108
unclassified Geobacteraceae	4	30	6	0	10	7	67	6	63	10	2	19	4	5	6	1	39	17	6	6	17	2	2	3	2	13	3
Geoalkalibacter	8	14	3	3	16	2	39	13	35	1	1	4	5	2	3	4	31	10	1	4	13	4	0	2	3	3	9
unclassified Desulfuromonadales	23	110	17	9	53	17	201	38	75	34	2	28	22	26	14	11	127	32	14	17	29	12	6	9	12	7	12
Desulfurella	13	34	16	6	14	5	19	8	22	14	2	2	13	5	2	12	41	4	2	0	6	4	1	2	2	1	3
Desulfovibrio	732	3628	722	376	919	817	8142	2540	1693	925	222	5507	759	896	581	133	2208	4441	383	894	1532	596	77	80	108	66	1385
Bilophila	117	98	19	8	37	72	233	1145	245	639	5	520	136	183	13	10	325	63	20	47	113	41	3	5	213	51	425
Lawsonia	13	5	7	3	7	4	5	1	12	12	1	2	9	1	3	0	10	1	2	1	5	5	0	2	0	3	0
unclassified Desulfovibrionaceae	89	334	74	39	128	75	739	768	838	136	29	512	83	93	90	60	1001	372	90	137	344	33	7	15	42	7	168
Desulfocurvus	2	26	3	5	4	1	41	2	34	0	1	17	2	4	3	0	42	30	2	2	2	5	0	0	0	1	2
Desulfobaculum	5	10	4	1	6	7	45	9	39	5	2	13	5	2	3	4	32	15	3	7	7	1	0	4	0	0	3
Halodesulfovibrio	3	21	2	5	13	13	37	4	33	9	0	8	8	4	2	6	20	5	1	2	7	7	0	5	2	3	3
Mailhella	19	104	15	15	50	57	168	27	152	24	4	45	22	34	20	9	169	38	8	25	30	7	3	3	8	3	17
Pseudodesulfovibrio	15	53	9	5	41	27	170	28	96	11	7	36	13	8	23	5	185	60	16	10	49	29	2	3	1	2	10
Desulfocurvibacter	6	21	6	3	14	8	37	9	61	4	0	13	5	6	7	0	46	25	9	4	9	5	1	1	0	2	6
Desulfomicrobium	30	108	23	5	14	22	95	19	108	15	10	40	13	13	12	3	107	47	10	15	36	5	2	3	6	3	16
unclassified Desulfomicrobiaceae	2	16	2	0	8	3	39	1	24	5	3	5	4	2	1	7	10	9	1	3	7	1	2	7	0	0	7
Desulfoplanes	2	12	2	2	7	4	15	18	17	1	0	15	3	2	1	7	29	10	1	3	5	1	0	1	0	3	3
Desulfohalobium	8	15	4	5	2	2	15	6	33	1	1	3	3	3	0	2	44	5	1	8	10	1	1	2	1	1	4
Desulfonatronovibrio	6	18	6	0	8	5	20	3	14	2	0	2	4	1	4	3	20	2	2	4	9	6	1	1	1	0	3
Desulfonauticus	2	4	0	0	0	1	4	3	5	2	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0
Desulfovermiculus	4	26	19	1	4	6	18	1	5	9	0	7	4	3	1	2	29	6	3	0	7	0	0	1	1	0	4
Desulfonatronum	1	8	2	1	6	4	28	8	13	1	1	3	3	4	0	1	24	6	1	2	6	0	1	1	0	1	3
unclassified Desulfonatronaceae	3	5	1	0	4	3	13	1	21	2	0	9	10	0	2	2	9	5	2	5	4	1	0	1	2	0	0
unclassified Desulfovibrionales	5	11	5	0	4	12	32	4	25	5	0	14	5	3	3	0	16	11	1	2	1	3	0	0	0	0	1
Desulfococcus	22	73	14	5	26	21	100	16	108	7	4	21	21	3	7	4	66	40	17	24	14	4	3	0	3	3	2
Desulfobacter	60	94	17	10	8	48	54	19	80	6	9	13	39	9	9	16	59	15	10	19	30	6	1	6	9	10	9
Desulfobacterium	146	81	15	6	16	53	65	17	94	9	1	7	59	23	7	9	42	20	8	15	26	4	3	1	4	10	8
Desulfosarcina	49	150	32	18	37	27	140	38	173	26	6	87	38	29	16	17	119	74	16	32	38	9	1	2	8	5	35
Desulfobacula	35	64	17	11	17	19	51	14	74	15	2	17	30	8	7	3	26	12	10	8	23	6	0	11	8	30	13
Desulfobotulus	9	29	8	5	13	6	35	14	31	5	1	8	7	2	2	1	23	10	0	1	4	2	0	1	3	0	0
Desulfotignum	31	44	9	6	22	20	66	35	56	8	4	22	35	13	9	6	54	34	13	13	94	24	7	6	3	3	15
Desulfatibacillum	15	30	3	1	14	15	62	8	48	4	1	11	13	3	7	1	52	10	7	10	5	2	0	1	1	0	1
unclassified Desulfobacteraceae	223	522	138	75	179	184	617	221	516	190	52	118	180	122	56	80	598	145	67	65	167	87	24	38	26	64	95
Desulfatirhabdium	5	35	10	6	2	6	14	2	26	7	0	3	10	4	2	2	21	5	6	2	10	2	3	0	6	1	7
Desulfatitalea	5	10	6	1	3	4	30	3	23	1	1	17	4	0	1	0	8	5	2	1	14	0	0	0	0	0	2
Desulfatiglans	27	33	2	6	10	8	33	4	38	5	1	13	21	4	3	2	25	8	1	4	8	3	2	1	0	7	2
Desulfobulbus	3	19	0	1	10	2	30	8	16	1	0	4	5	3	2	1	21	16	2	3	14	1	0	0	1	0	8
Desulfofustis	17	16	2	0	9	6	29	3	23	1	0	1	7	4	2	0	8	9	2	4	3	0	0	1	1	0	1
Desulfocapsa	11	8	0	0	8	11	14	2	11	0	0	2	6	4	1	3	13	3	6	2	7	2	0	0	0	5	2
unclassified Desulfobulbaceae	179	234	58	37	89	92	348	61	269	44	31	115	127	42	28	49	310	159	28	30	93	11	6	25	6	19	41
Desulfurivibrio	13	45	10	2	16	5	65	2	32	0	1	14	18	7	5	3	51	29	4	5	22	7	0	0	0	0	6
unclassified Desulfobacterales	59	134	25	7	27	42	126	21	113	18	7	44	33	30	17	11	145	60	10	24	39	10	3	4	7	6	58
Syntrophobacter	9	38	4	7	28	8	81	4	39	7	1	26	8	1	24	0	34	54	20	8	12	26	0	0	5	3	23
Desulfacinum	4	24	5	2	12	10	42	6	33	2	1	7	7	2	6	4	20	16	1	6	9	0	1	3	1	0	6
Thermodesulforhabdus	2	11	2	0	5	4	17	4	16	1	1	5	1	0	2	1	13	3	2	4	4	2	3	0	0	0	1
Desulfoglaeba	4	28	9	4	9	6	31	5	21	2	1	6	0	4	1	1	21	9	5	2	8	4	2	0	2	1	2
unclassified Syntrophobacteraceae	11	70	21	9	15	9	74	15	43	12	4	17	13	17	7	4	32	17	10	7	15	5	0	8	1	1	12
Desulfosoma	1	17	5	1	9	7	29	4	7	7	0	2	6	6	1	2	15	14	2	6	6	0	0	0	0	1	1
Syntrophus	13	84	31	4	38	16	178	15	119	12	2	33	16	15	15	3	101	70	18	12	32	22	2	1	0	5	19
Desulfobacca	9	26	4	3	7	9	26	8	22	2	0	17	5	4	5	1	27	11	3	10	8	1	1	0	0	1	2
Smithella	14	37	7	9	16	4	51	8	31	11	0	19	108	4	2	1	72	5	6	4	14	3	1	0	2	6	4
unclassified Syntrophaceae	269	435	90	48	205	155	591	113	493	70	25	131	149	57	61	34	405	200	76	133	203	57	16	33	23	72	84
Syntrophorhabdus	9	8	2	7	4	6	9	2	14	1	0	3	6	3	4	0	7	5	3	1	3	3	1	1	0	0	1
unclassified Syntrophobacterales	3	44	5	1	6	3	30	6	17	2	2	6	13	3	0	0	19	11	0	4	5	1	4	1	3	5	1
Desulfarculus	23	26	4	6	8	1	48	3	33	2	2	15	7	3	2	0	26	26	7	5	3	1	1	0	0	0	7
Dethiosulfatarculus	12	47	17	8	12	18	44	0	29	3	6	7	7	8	5	5	41	14	4	9	10	3	2	5	3	2	9
unclassified Desulfarculales	18	36	7	1	11	7	44	11	34	4	2	12	14	6	7	8	17	18	5	7	24	6	2	3	2	3	3
Bradymonas	10	44	5	8	19	22	92	7	39	6	5	19	10	1	5	11	64	39	4	7	14	14	2	2	0	4	10
Lujinxingia	0	8	0	5	15	1	83	1	15	1	1	0	2	1	4	4	9	10	2	2	0	4	2	0	0	1	2
unclassified Bradymonadales	10	28	5	6	21	7	84	2	35	9	2	11	13	3	8	4	58	16	6	4	17	21	3	1	3	4	4
Candidatus Desulfofervidus	8	20	4	3	2	3	7	3	29	0	0	1	3	6	1	2	12	0	2	6	11	0	0	1	5	1	1
unclassified Deltaproteobacteria (miscellaneous)	760	1783	409	215	534	594	2630	495	1907	382	114	563	599	246	241	210	1713	916	222	311	699	211	67	133	110	156	292
Candidatus Adiutrix	3	5	2	0	4	1	5	13	18	5	2	4	2	3	7	7	33	14	8	1	3	0	0	6	1	0	3
Helicobacter	856	1895	478	228	278	530	581	885	2028	231	294	779	646	271	215	381	3978	3164	266	134	1261	465	138	107	1388	172	859
Wolinella	1	15	4	3	5	2	16	6	10	0	3	2	1	4	0	6	33	3	5	1	8	2	1	5	8	1	7
Sulfurimonas	237	278	66	51	109	78	246	76	291	54	17	24	189	44	37	48	321	32	33	50	141	29	10	38	48	31	35
Sulfuricurvum	102	80	23	8	38	20	139	16	102	17	13	15	58	22	12	16	118	19	13	9	46	8	1	5	29	3	30
unclassified Helicobacteraceae	7	46	13	4	6	7	12	32	14	1	6	4	10	11	3	3	28	3	4	3	8	1	0	0	3	0	5
Campylobacter	2079	5753	1380	734	721	1647	1315	3277	6004	695	940	351	1690	853	776	1296	14623	1131	941	472	4651	1718	551	214	6604	492	2443
Sulfurospirillum	290	237	66	38	56	52	126	119	400	47	30	30	167	56	27	66	576	34	29	24	121	51	21	17	111	40	79
Arcobacter	609	873	338	180	385	292	452	176	621	398	81	51	456	212	81	185	685	54	114	47	295	115	53	117	106	129	212
unclassified Arcobacter group	105	103	33	16	48	31	53	62	119	33	9	6	92	46	12	37	140	4	12	4	98	12	4	19	11	13	45
Hydrogenimonas	14	36	15	5	6	7	32	14	41	6	6	5	12	8	6	4	79	8	8	8	22	6	2	1	17	9	6
