SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Mixta	83	55	8	14	14	6	63	12	40	3	3	9	47	1	2	6	41	20	3	1	19	2	0	1	0	6	1
Kalamiella	124	8	1	0	1	1	3	0	0	0	0	0	80	0	0	3	9	0	0	0	0	0	0	0	0	1	0
Brenneria	254	95	18	13	34	19	117	35	116	24	14	19	141	13	11	10	170	34	9	16	23	4	7	14	11	21	10
Sodalis	246	47	12	8	12	7	28	8	29	7	2	16	149	6	7	7	120	8	7	2	35	5	6	6	1	22	3
Pectobacterium	343	306	68	32	72	65	195	54	179	43	25	46	215	36	19	43	238	44	19	14	52	18	20	28	15	35	46
Dickeya	351	284	50	24	38	48	184	43	207	26	16	59	246	26	20	19	254	83	24	30	60	18	5	23	18	23	24
Lonsdalea	46	25	3	2	6	4	21	8	18	2	0	4	21	2	2	1	14	4	1	4	4	2	0	3	19	1	17
Serratia	864	1087	143	70	210	113	558	334	587	114	47	180	367	174	56	105	762	172	48	76	169	49	11	61	58	55	164
Yersinia	2290	839	123	84	160	98	416	112	356	64	61	38	1257	82	35	97	665	80	52	39	109	48	18	84	63	86	126
Rahnella	112	132	35	16	30	42	125	28	151	20	10	43	76	19	11	17	172	35	23	9	29	8	6	14	10	30	21
Samsonia	52	29	4	1	8	4	29	6	23	1	1	12	12	4	6	9	44	8	3	3	11	2	0	1	0	3	3
Rouxiella	115	54	8	4	13	8	32	9	57	9	5	14	82	7	4	10	81	12	1	9	7	4	2	5	5	21	15
Chania	4	15	5	1	4	7	13	7	27	2	2	6	3	3	3	3	17	6	1	0	3	1	2	1	3	1	1
Candidatus Fukatsuia	5	43	12	5	7	0	9	2	6	10	1	0	6	0	2	6	16	0	1	0	3	0	0	0	1	2	1
Nissabacter	4	36	4	5	25	4	98	8	18	2	6	17	4	4	3	5	90	17	2	3	3	0	0	4	0	1	4
Hafnia	232	67	18	9	15	12	51	6	60	9	3	6	158	3	4	6	78	13	7	4	9	6	1	32	1	8	16
Edwardsiella	181	89	23	12	26	40	99	27	62	23	8	27	103	6	5	7	116	40	4	11	16	7	38	3	3	14	14
Obesumbacterium	49	9	0	0	3	1	17	1	8	4	0	4	6	2	1	1	22	0	1	2	4	0	1	0	0	0	2
unclassified Hafniaceae	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Morganella	131	171	11	8	18	49	103	22	136	11	4	8	113	16	24	0	94	46	8	10	17	21	4	5	1	9	8
Proteus	951	353	90	34	51	85	94	83	196	70	39	27	540	63	25	49	356	21	28	7	75	13	5	29	12	65	24
Providencia	2189	458	72	46	102	57	159	100	311	52	36	37	1308	47	26	117	668	31	28	12	80	34	18	36	1215	141	46
Xenorhabdus	977	338	66	39	91	86	220	66	302	73	30	28	618	45	36	56	364	47	50	36	90	22	10	28	15	55	53
Arsenophonus	437	73	16	7	12	13	26	10	32	17	4	0	227	6	4	13	110	6	6	7	10	6	0	5	1	22	12
Photorhabdus	756	164	36	33	37	31	78	32	133	46	14	26	418	42	15	34	236	19	33	18	49	17	3	35	10	71	18
Budvicia	149	51	12	3	8	10	10	1	19	4	2	3	106	21	1	12	47	2	1	1	2	0	1	7	4	8	3
Leminorella	74	32	4	2	5	4	19	8	19	2	1	5	48	2	2	5	41	10	0	0	7	2	0	1	1	2	1
Pragia	152	42	17	7	6	4	31	2	41	13	0	7	112	2	2	9	63	4	3	3	34	0	1	3	2	7	5
Plesiomonas	337	71	15	9	14	16	33	11	53	28	4	10	194	2	1	14	117	6	5	1	11	2	0	31	2	18	6
unclassified Enterobacterales (miscellaneous)	186	66	8	6	9	5	55	2	28	3	7	3	113	6	3	7	52	4	0	4	5	5	0	8	0	10	18
Phytobacter	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Legionella	1154	586	128	100	147	111	445	111	434	95	46	53	704	82	54	99	598	61	72	46	206	49	25	50	51	109	91
Fluoribacter	135	74	21	7	40	22	76	8	56	7	6	7	78	9	3	3	54	5	3	5	25	3	3	2	3	7	8
Tatlockia	3	12	7	1	6	4	10	5	23	5	1	5	3	3	1	5	22	3	1	2	0	1	0	0	1	6	3
unclassified Legionellaceae	61	31	8	5	13	5	27	7	19	0	1	7	41	6	4	2	18	5	4	3	7	3	2	3	5	61	1
Coxiella	107	65	13	6	11	11	26	17	40	10	0	3	77	8	3	5	22	6	4	11	10	4	3	0	7	2	2
Rickettsiella	6	27	9	1	2	26	2	3	5	0	1	0	2	0	0	0	1	0	0	0	1	0	1	4	0	1	0
unclassified Coxiellaceae	60	21	4	6	4	4	14	7	14	8	2	5	24	5	1	17	23	2	1	1	6	0	0	0	1	5	3
Aquicella	0	3	1	1	3	6	9	2	17	1	1	3	2	2	2	2	25	3	1	0	3	1	1	1	3	0	2
unclassified Legionellales	204	152	31	21	65	26	107	23	68	25	3	8	116	13	8	26	140	4	15	2	28	7	2	8	0	21	15
Chromatium	80	19	7	2	3	2	14	1	5	2	0	14	52	0	0	5	45	9	2	2	3	4	0	0	0	2	2
Thiocapsa	5	24	9	2	13	8	56	6	73	3	0	9	6	2	2	0	28	19	2	8	8	0	0	1	1	1	4
Nitrosococcus	11	20	4	1	5	3	23	6	45	11	1	5	10	5	2	0	12	9	5	8	5	0	1	1	0	2	3
Thiocystis	2	5	3	0	4	2	11	5	11	3	1	10	2	1	0	1	15	7	1	3	3	0	0	0	0	0	0
Rheinheimera	379	103	13	7	24	5	43	15	54	11	5	7	239	6	5	26	122	9	6	5	14	0	3	4	6	27	8
unclassified Chromatiaceae	15	30	1	0	15	6	60	9	24	6	1	13	5	5	4	1	29	19	4	7	7	3	1	9	1	4	2
Chromatiaceae: environmental samples	1	9	1	0	5	2	11	2	8	3	1	7	2	0	5	6	19	13	2	2	7	2	0	1	0	0	2
Allochromatium	1	11	1	1	4	2	16	2	2	1	0	3	1	3	3	1	17	3	2	1	0	0	0	0	0	3	0
Thermochromatium	3	12	0	2	0	0	12	1	6	0	0	2	3	0	2	1	10	10	0	1	4	1	0	0	2	0	1
Halochromatium	3	11	4	4	4	6	12	6	20	3	2	7	2	1	0	3	16	1	0	5	2	0	0	1	0	0	1
Marichromatium	4	19	3	2	3	4	12	5	14	5	2	13	2	3	4	0	20	21	0	1	2	3	0	1	0	2	1
Thiobaca	0	19	11	4	6	5	26	3	10	0	3	1	1	0	2	2	24	13	1	3	4	0	0	0	0	0	0
Thioflavicoccus	1	52	13	9	6	10	21	4	21	2	15	8	4	1	2	0	6	19	2	16	2	4	0	0	0	1	8
Arsukibacterium	371	61	7	9	31	6	62	6	21	4	3	4	211	6	1	17	104	6	2	2	12	0	0	0	0	24	1
Candidatus Tenderia	11	11	1	1	13	0	24	3	17	1	2	9	9	0	0	0	9	13	2	4	2	1	0	0	0	0	2
Candidatus Nitrosoglobus	3	18	4	1	3	3	5	1	8	3	0	2	3	0	1	1	5	2	1	0	5	4	0	0	0	3	4
Pararheinheimera	107	37	2	2	14	8	36	8	33	7	1	10	86	9	4	12	62	10	5	2	5	3	1	1	1	7	2
Ectothiorhodospira	57	28	4	2	6	10	30	8	19	5	0	27	27	2	2	4	55	30	3	12	11	1	1	1	0	4	4
Arhodomonas	6	13	4	1	20	5	72	4	29	14	0	16	6	1	2	3	22	21	3	2	14	5	2	1	0	0	6
Halorhodospira	3	6	1	0	3	1	13	2	14	1	1	4	4	6	1	0	15	6	1	4	1	1	0	0	0	3	3
Thioalkalivibrio	54	104	30	16	75	20	347	40	166	26	7	65	52	21	20	16	275	98	21	41	40	9	9	8	3	36	20
Alkalilimnicola	0	14	4	1	4	8	16	6	13	0	0	4	1	3	3	4	23	12	2	2	4	0	0	0	0	0	2
Spiribacter	1	31	2	1	9	1	36	4	22	4	0	2	1	0	1	2	13	5	2	2	14	1	0	1	0	1	2
Thiogranum	23	40	14	4	8	27	38	5	22	2	2	7	15	2	5	4	22	5	5	7	16	8	2	0	1	1	5
Acidihalobacter	18	11	2	2	3	5	32	0	18	2	0	9	20	1	1	3	17	8	0	1	2	1	1	1	0	2	5
Halothiobacillus	48	76	20	11	18	24	66	9	78	13	2	15	40	5	7	7	79	20	10	11	20	11	1	10	2	4	2
unclassified Halothiobacillaceae	78	10	5	1	3	3	7	0	5	2	1	2	56	2	1	3	14	2	1	1	0	1	0	0	0	2	2
Granulosicoccus	23	12	4	0	8	3	18	8	17	1	0	5	11	3	3	4	19	6	1	2	9	1	0	2	2	2	3
Wenzhouxiangella	4	11	5	0	1	5	30	0	21	2	0	12	0	0	3	1	21	8	0	2	5	1	0	0	0	1	1
Woeseia	1	3	0	0	1	5	10	0	3	0	0	1	0	0	1	0	4	0	0	2	1	2	0	0	0	0	1
unclassified Woeseiaceae	0	17	7	3	3	0	4	3	2	0	2	3	0	1	1	2	25	4	2	2	0	0	0	0	0	0	2
Guyparkeria	17	7	2	1	4	0	20	0	14	1	1	8	15	1	1	0	9	11	0	0	2	1	0	0	0	2	2
Thiohalobacter	13	10	4	1	11	4	33	1	23	1	0	16	2	2	5	3	23	8	2	6	6	3	0	0	0	1	3
unclassified Chromatiales (miscellaneous)	5	33	8	5	6	4	24	1	16	5	2	4	1	3	0	3	40	5	2	6	4	0	0	5	2	1	0
Lysobacter	32	183	39	20	49	43	281	53	203	38	13	79	34	21	28	21	204	142	19	40	55	8	1	3	11	8	24
Xanthomonas	133	297	58	18	155	78	740	117	449	46	15	177	46	41	46	31	488	278	42	48	132	35	5	9	15	5	67
Xylella	92	20	2	3	10	2	15	8	27	8	1	10	38	5	1	4	34	4	8	4	9	4	0	4	4	6	3
Stenotrophomonas	335	948	189	68	163	173	812	151	5335	248	439	350	283	179	1042	90	770	1347	1408	114	174	66	26	35	4	68	567
Luteimonas	22	57	13	7	16	10	99	24	91	13	9	64	27	4	10	1	85	87	8	35	23	10	3	2	1	3	5
Pseudoxanthomonas	18	109	15	6	15	24	166	30	107	17	8	72	15	8	22	22	162	72	15	14	31	5	6	4	4	38	13
Thermomonas	7	65	12	2	15	10	84	7	59	4	5	22	14	6	6	2	38	25	8	29	15	4	0	2	1	1	16
unclassified Xanthomonadaceae	43	53	12	2	23	15	81	12	91	10	4	35	35	4	5	5	81	43	5	14	29	3	1	0	1	1	10
Silanimonas	1	25	2	0	3	0	14	1	14	0	2	5	1	2	0	1	15	7	0	3	1	0	0	1	0	0	1
Arenimonas	9	34	7	1	5	13	54	9	70	7	2	26	7	3	10	2	34	53	10	4	8	2	0	1	1	1	8
Vulcaniibacterium	4	23	5	4	5	1	60	7	27	4	4	21	4	3	2	2	30	26	3	1	14	1	0	1	0	0	12
unclassified Xanthomonadales	80	45	14	7	18	10	93	16	106	11	3	32	35	24	19	11	133	52	12	14	15	3	2	3	0	5	9
Frateuria	14	16	6	2	6	0	40	4	22	0	1	6	10	1	3	0	18	21	1	3	1	0	0	1	0	0	2
Rhodanobacter	38	109	23	9	31	42	188	24	161	22	8	73	43	11	17	10	201	77	11	28	45	9	2	8	1	4	15
Dyella	37	123	25	8	96	22	332	24	178	15	12	49	23	19	16	28	157	79	14	21	41	9	0	8	3	2	13
Luteibacter	18	44	7	1	28	7	161	19	74	19	12	22	14	8	13	2	61	36	5	15	14	4	4	6	0	0	9
Aquimonas	3	14	1	2	2	2	33	7	21	2	2	8	2	3	1	1	23	12	0	7	5	2	1	1	0	0	8
Dokdonella	3	17	5	0	5	1	22	7	16	2	1	10	6	2	5	3	17	16	0	3	4	2	0	0	0	0	4
Pseudofulvimonas	3	15	0	0	3	1	26	0	10	4	2	5	7	2	5	0	6	20	3	4	1	0	0	1	0	0	4
Tahibacter	9	13	1	4	3	6	19	8	21	2	1	13	4	5	7	0	19	25	3	5	7	1	0	1	1	1	6
Mizugakiibacter	0	7	1	0	4	4	18	3	9	0	2	8	0	0	1	0	19	7	0	3	5	0	0	0	0	0	3
Oleiagrimonas	1	14	1	1	2	1	12	2	11	0	0	7	1	1	4	0	15	13	5	0	0	0	0	0	1	0	1
unclassified Rhodanobacteraceae	9	12	3	3	7	5	41	4	26	12	2	21	3	3	1	2	21	22	4	7	2	3	0	3	0	0	2
Ahniella	14	19	1	0	9	4	23	6	25	5	2	3	13	2	5	1	10	9	4	3	2	4	0	1	0	1	2
Cardiobacterium	9	66	8	3	11	4	46	13	31	18	2	15	23	8	4	5	75	20	6	3	6	6	1	2	1	1	9
Methylococcus	2	6	0	0	0	2	6	5	10	1	0	1	3	0	2	0	4	7	1	5	1	1	0	0	0	0	1
Methylomonas	92	121	21	12	80	23	209	59	89	13	6	21	44	11	7	14	196	24	14	10	43	8	8	13	15	7	35
Methylobacter	360	137	27	11	19	19	86	13	107	17	3	20	264	30	4	16	137	26	7	9	28	8	3	14	8	37	22
Methylomicrobium	65	20	7	2	3	8	14	4	24	5	1	1	29	3	1	3	40	6	4	7	2	1	0	0	2	2	5
unclassified Methylococcaceae	238	189	48	16	60	62	177	53	228	101	12	43	151	27	14	32	238	31	21	31	61	26	17	27	13	33	40
Methylocaldum	10	52	14	8	16	20	91	18	58	12	0	6	4	21	6	2	32	24	4	9	14	3	2	7	0	4	6
Methylosarcina	10	16	5	2	5	5	16	1	14	2	2	5	6	3	2	3	20	7	2	1	3	2	0	0	2	0	2
Methylovulum	8	123	34	25	13	14	47	10	38	9	14	10	6	8	7	12	106	19	7	2	15	9	1	4	2	3	5
Candidatus Methylospira	5	30	1	2	3	5	21	3	17	3	0	6	5	0	3	14	34	8	6	2	4	3	0	4	0	0	6
Methyloterricola	3	6	3	1	8	16	45	5	32	2	0	4	1	5	3	0	17	6	6	11	1	2	0	2	0	0	5
unclassified Methylococcales	67	30	12	5	11	12	29	7	42	7	0	3	34	1	2	13	34	0	4	0	7	4	1	4	2	4	1
Halomonas	901	939	202	113	281	198	1189	226	801	206	59	358	528	87	76	122	1182	412	78	116	303	64	12	102	23	61	97
Chromohalobacter	0	25	4	0	3	3	22	4	28	4	1	7	0	1	0	0	28	5	0	2	2	1	0	0	0	2	0
Cobetia	6	48	8	6	8	7	21	5	22	5	1	9	14	5	7	3	21	19	3	4	4	2	0	0	7	5	3
Halotalea	300	34	17	2	5	3	43	5	23	1	1	18	180	3	5	3	24	21	4	2	7	3	0	1	0	0	5
Salinicola	24	60	11	7	18	13	114	11	70	16	10	39	21	20	8	6	96	69	7	8	23	2	2	7	1	3	16
Kushneria	13	26	9	1	8	6	44	11	61	7	2	10	13	4	8	5	42	22	4	4	9	5	2	0	5	4	1
Aidingimonas	0	8	2	3	1	0	6	0	5	1	2	2	1	3	1	2	8	5	0	0	4	0	0	0	0	1	0
Zymobacter	5	6	2	2	4	4	20	1	20	9	1	4	3	2	2	3	48	2	0	0	4	1	0	2	1	0	4
Candidatus Carsonella	1	1	0	0	2	1	3	2	4	1	0	1	8	0	0	1	2	0	0	0	1	0	0	1	0	1	1
Candidatus Portiera	36	18	5	4	2	8	4	1	7	7	1	0	20	10	3	3	15	1	0	0	11	1	1	2	0	3	4
Oceanospirillum	11	53	14	6	3	14	13	11	43	6	6	3	13	5	5	11	28	7	3	9	17	5	2	3	0	6	3
Marinomonas	997	257	62	27	64	57	151	52	285	59	19	31	579	45	24	42	336	31	40	15	58	13	7	30	10	56	33
Marinobacterium	531	163	32	17	40	20	153	22	133	108	9	37	351	22	7	53	287	43	10	19	25	11	6	7	6	45	16
Marinospirillum	289	89	19	6	10	10	27	15	66	13	14	19	151	11	1	20	163	8	7	5	19	4	1	4	2	33	6
Neptunomonas	193	48	11	2	44	11	85	24	70	25	2	4	90	9	12	16	155	16	11	6	17	4	0	3	1	14	10
Thalassolituus	504	144	25	11	56	30	180	33	180	25	6	44	298	16	20	14	195	44	11	17	38	21	7	4	12	21	16
Oleispira	82	19	2	3	64	3	104	14	53	17	5	4	47	9	3	1	25	1	3	5	12	3	2	2	7	22	11
unclassified Oceanospirillaceae	71	47	7	3	11	11	40	14	84	16	1	4	42	9	3	7	50	1	3	2	10	5	2	1	4	12	8
Nitrincola	328	31	6	6	8	4	35	4	37	1	3	5	173	6	3	9	82	5	3	2	2	4	1	0	0	19	3
Neptuniibacter	184	24	2	3	8	0	13	4	13	3	1	1	123	1	1	2	36	1	0	6	3	1	0	0	3	9	0
Amphritea	95	18	3	1	2	1	5	5	7	0	3	6	68	2	4	9	37	3	1	3	9	3	0	0	3	7	0
Bermanella	2	13	5	4	2	9	3	4	11	0	1	0	1	7	2	0	8	0	1	1	2	0	0	0	1	0	1
Oleibacter	9	120	3	0	6	4	80	2	5	2	2	3	1	1	1	2	278	5	1	2	1	1	0	0	0	1	1
Oleiphilus	1	46	28	6	7	21	6	9	14	8	0	0	9	3	2	2	22	6	1	2	8	0	0	15	1	0	0
Alcanivorax	40	160	24	11	78	18	310	26	250	22	10	52	31	15	13	16	364	59	7	16	30	10	3	8	2	6	10
Marinicella	32	7	5	3	2	4	8	3	15	5	3	5	21	6	3	6	26	1	4	5	9	1	1	0	4	3	7
Ketobacter	97	19	3	3	26	9	24	4	19	4	2	8	44	3	4	9	43	7	0	1	7	6	1	7	0	4	0
Hahella	141	39	9	3	6	4	29	1	29	9	2	1	116	4	1	2	37	7	1	1	3	2	0	0	0	7	14
Zooshikella	45	7	4	2	10	6	10	1	19	7	7	0	36	3	1	9	31	1	2	1	8	1	0	1	0	3	2
Saccharospirillum	3	10	2	2	2	0	7	1	13	0	0	2	4	0	0	5	12	3	2	3	2	2	0	1	1	0	1
unclassified Saccharospirillaceae	1	7	3	3	4	3	15	4	11	4	1	3	2	2	4	0	6	7	4	0	2	0	0	2	0	0	0
Salinibius	260	26	3	4	3	5	9	2	13	3	0	4	161	3	2	9	53	4	1	4	4	0	1	3	0	8	2
Litoricola	67	32	3	2	4	3	13	3	9	3	1	0	38	1	0	2	21	1	0	1	4	1	0	1	0	1	0
Kangiella	12	43	8	3	5	5	10	7	24	11	7	3	10	4	0	9	63	7	4	6	10	4	1	8	6	3	4
Pleionea	95	40	12	4	8	1	13	2	19	0	0	3	46	4	3	5	61	3	1	2	1	0	0	1	2	7	2
Aliikangiella	30	25	1	4	25	13	46	33	11	24	0	3	19	1	1	5	25	3	1	2	5	7	0	1	5	21	4
Endozoicomonas	144	103	27	12	23	35	88	99	157	36	9	23	77	39	17	21	116	23	20	11	24	10	7	30	10	24	22
unclassified Oceanospirillales (miscellaneous)	0	8	2	0	0	5	1	5	5	0	0	8	0	4	0	0	1	3	1	2	0	2	0	0	0	0	2
Terasakiispira	47	11	3	1	5	2	20	2	13	3	0	1	29	0	4	1	17	4	1	1	6	1	1	2	0	4	8
Alteromonas	2019	381	47	47	140	116	445	81	362	54	22	40	1174	39	18	86	658	59	27	33	141	20	13	43	26	150	52
Marinobacter	489	430	96	54	127	115	631	118	640	94	37	189	313	63	57	71	643	209	56	97	119	53	8	53	11	51	73
Glaciecola	866	185	22	23	76	27	132	15	87	17	8	8	504	15	20	47	272	20	23	10	32	10	6	10	0	43	20
unclassified Alteromonadaceae	263	52	12	3	11	11	49	8	55	11	1	7	134	4	5	25	107	6	4	3	14	3	3	9	0	21	6
Alishewanella	95	9	2	1	1	1	12	1	19	5	1	1	53	2	1	6	21	8	1	2	7	1	0	0	0	6	1
Aestuariibacter	2	10	2	1	1	1	7	3	4	4	0	2	1	0	0	0	5	1	0	1	2	2	0	0	0	0	1
Agarivorans	834	112	18	7	12	7	19	8	38	4	5	3	481	2	2	24	181	3	1	4	5	3	1	6	1	36	5
Aliagarivorans	109	27	3	8	10	3	46	3	22	6	2	10	43	2	4	19	76	9	3	3	2	4	0	3	0	11	6
Catenovulum	555	107	14	13	26	11	77	7	46	9	11	9	343	8	5	20	176	3	5	5	8	3	1	7	8	44	7
Agaribacter	0	0	0	0	4	1	1	0	2	0	0	0	0	1	1	0	5	1	1	1	2	0	0	0	0	0	0
Paraglaciecola	901	138	27	16	28	18	89	17	76	26	14	11	530	20	11	25	196	11	14	6	26	8	6	13	9	37	11
Tamilnaduibacter	2	10	0	0	3	5	20	2	29	2	2	4	2	1	1	0	7	5	0	3	2	1	0	0	0	1	3
Marisediminitalea	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas	4955	920	160	111	240	166	654	263	716	189	53	84	2845	145	54	237	1562	95	71	55	176	73	52	79	52	221	113
Algicola	3	14	5	0	3	3	9	4	17	4	2	0	1	2	0	10	15	4	1	1	3	1	1	3	4	1	3
Psychrosphaera	140	33	5	7	3	4	18	2	28	14	6	4	75	1	1	3	29	2	2	0	8	1	2	1	1	6	1
Colwellia	1810	318	49	46	89	72	139	28	282	86	20	39	1063	64	37	61	523	29	40	29	54	12	16	29	16	112	51
Thalassomonas	311	85	31	16	7	4	17	4	44	4	2	5	223	3	0	12	141	7	2	2	2	0	1	1	0	18	7
Litorilituus	234	49	6	4	4	6	18	15	58	3	5	3	144	1	2	4	53	8	4	1	2	0	3	8	3	7	2
Thalassotalea	754	74	15	13	19	9	39	10	49	15	3	11	424	7	8	14	194	10	11	10	14	9	4	0	1	31	10
Shewanella	4358	940	246	103	239	182	592	166	742	138	54	54	2728	94	58	185	1598	120	99	72	173	37	15	51	31	254	82
Parashewanella	14	17	3	2	2	0	2	1	8	0	4	3	3	2	2	7	9	1	0	0	0	0	0	0	1	0	7
Moritella	531	76	8	12	11	9	55	10	46	26	5	2	287	11	6	28	93	7	5	5	17	8	5	4	23	30	3
Ferrimonas	160	20	6	1	3	12	42	6	32	8	1	17	92	4	1	11	64	19	1	6	7	2	0	0	0	8	1
Idiomarina	762	256	38	32	31	38	95	38	208	29	18	28	454	23	21	66	484	29	22	32	43	6	2	19	9	58	27
unclassified Idiomarinaceae	16	13	3	2	2	1	12	0	8	2	1	4	8	3	1	5	23	2	1	0	11	1	2	2	0	3	0
Aliidiomarina	38	15	5	4	2	0	0	2	11	7	0	1	24	4	4	2	26	6	1	1	2	2	1	1	0	2	1
Psychromonas	1071	255	62	47	39	35	116	104	124	33	16	15	604	52	12	39	322	20	23	8	26	18	2	36	8	89	29
Corallincola	241	24	7	1	12	13	36	11	40	6	4	9	147	1	1	12	59	1	1	0	8	3	0	2	2	12	10
Photobacterium	2153	371	95	36	60	60	171	31	245	56	27	37	1190	23	21	92	565	26	30	21	67	17	17	14	10	98	37
Vibrio	13547	2875	615	352	677	515	1713	511	2029	509	188	270	8135	340	195	651	4633	338	269	178	671	230	76	198	136	809	336
Salinivibrio	358	59	10	6	8	10	27	18	35	8	4	7	202	14	1	8	134	9	4	1	14	2	4	1	2	18	6
Enterovibrio	1039	200	53	19	30	90	79	20	94	22	8	30	686	12	5	36	326	13	9	23	38	8	6	13	5	83	9
Grimontia	43	18	2	1	7	3	24	1	12	2	1	0	38	3	6	3	28	4	5	7	1	0	3	0	1	3	5
Aliivibrio	735	190	29	20	60	45	79	43	122	47	10	20	461	33	7	37	262	8	12	22	22	12	8	17	4	50	20
Thaumasiovibrio	135	33	4	5	3	7	5	12	17	1	1	2	85	0	0	6	36	1	1	2	2	2	1	1	0	10	3
unclassified Vibrionales	1	1	0	0	3	1	7	2	4	1	0	0	1	0	2	0	3	1	0	1	0	1	0	0	0	0	0
Ruminobacter	39420	5981	805	623	92	84	293	47	1596	370	86	80	24895	11	10	1512	12733	17	17	12	168	4	5	5	5	3880	5
Succinivibrio	66524	13484	1829	2202	11851	7038	19135	22430	8752	24189	788	789	42597	654	126	1309	5949	158	179	123	1882	144	202	2009	222	12732	3190
Succinatimonas	361267	75641	10609	14170	77507	41508	112861	125548	16134	127334	2279	1076	225089	159	104	716	4673	75	151	268	5425	111	746	1723	122	48292	21828
unclassified Succinivibrionaceae	6740	603	131	81	25	21	111	25	228	37	18	27	4164	9	2	200	1809	13	9	16	29	5	4	12	0	378	27
Aeromonas	934	638	127	76	211	124	800	171	699	138	63	233	600	54	70	3513	1711	296	68	149	165	66	19	54	23	69	78
Tolumonas	351	79	5	4	8	5	29	18	25	6	2	3	190	2	1	6	96	3	3	4	16	1	0	1	3	34	5
Oceanimonas	315	87	8	7	24	10	89	15	81	7	4	47	186	8	13	9	136	47	11	8	13	9	1	3	1	16	3
Oceanisphaera	344	38	6	4	1	1	12	1	5	0	3	3	189	0	0	5	66	2	0	0	1	0	0	2	0	29	1
Zobellella	4	38	4	3	7	1	32	11	30	5	0	11	3	3	3	5	49	17	2	8	10	2	0	3	0	0	1
Aeromonadales: environmental samples	16168	1035	153	123	68	43	271	41	402	53	22	50	10243	21	16	362	3813	52	19	44	61	17	5	15	6	1118	43
Actinobacillus	365	137	23	18	22	33	47	22	92	32	15	12	201	12	14	26	184	16	27	16	27	11	4	11	42	17	22
Haemophilus	16661	31285	3727	2639	1370	784	3785	1806	4072	2114	823	119	10543	522	64	2279	21679	49	62	69	712	46	212	758	5645	203	988
Pasteurella	444	120	36	14	51	38	88	23	71	136	9	12	262	19	7	37	221	8	14	7	26	4	5	5	9	33	11
Lonepinella	53	10	2	0	2	5	8	1	24	12	0	0	33	3	0	3	23	0	1	1	3	2	0	0	2	0	4
Mannheimia	306	161	10	9	10	14	29	27	89	14	2	5	183	11	5	16	106	6	4	5	20	1	1	4	13	22	13
Bisgaardia	125	15	5	3	8	7	7	4	15	6	2	0	93	10	0	5	48	4	3	1	1	2	0	2	3	9	1
Gallibacterium	101	20	4	4	6	7	28	7	39	9	0	7	62	3	1	7	50	2	6	1	9	0	1	3	2	8	1
Histophilus	45	122	29	11	8	8	18	8	13	8	0	1	37	4	0	2	39	3	0	18	7	1	0	4	0	4	5
Volucribacter	72	17	4	3	4	4	6	0	32	4	3	3	55	0	3	2	28	4	6	0	0	0	0	2	1	4	1
Nicoletella	52	20	8	3	2	5	4	2	12	2	1	2	39	3	0	0	27	1	0	0	3	1	0	0	2	2	0
Avibacterium	103	55	11	2	64	10	114	23	23	15	4	4	55	5	3	18	50	15	3	0	16	5	0	5	4	10	4
Aggregatibacter	918	655	100	75	92	39	279	85	409	91	37	18	575	28	14	64	930	26	18	15	63	8	32	27	127	127	88
Bibersteinia	101	27	3	2	2	3	9	4	27	4	2	1	70	6	0	6	31	1	1	1	5	2	1	4	4	13	7
Basfia	151	17	6	3	6	3	9	1	22	0	4	7	65	2	1	5	31	0	3	1	12	1	1	0	2	5	8
Vespertiliibacter	172	54	13	7	2	2	14	1	13	0	4	5	104	0	2	5	59	1	1	0	6	2	0	0	10	14	1
unclassified Pasteurellaceae	4	2	0	1	2	2	5	2	6	1	0	6	7	0	1	9	40	12	8	1	2	0	1	1	1	2	4
Mesocricetibacter	173	32	7	3	5	7	15	1	26	7	2	4	123	1	0	3	50	0	1	2	1	1	0	0	2	4	0
Frederiksenia	8	7	2	0	2	3	7	3	4	0	1	2	9	0	1	1	18	1	4	0	2	0	2	2	1	15	3
Testudinibacter	12	49	13	5	13	10	25	14	26	20	3	3	7	5	6	4	27	7	6	1	4	6	3	1	0	3	3
Rodentibacter	25	33	10	4	4	2	7	4	45	5	3	3	28	7	1	3	18	3	2	2	11	0	0	0	2	7	3
Glaesserella	318	68	7	6	6	13	17	13	42	16	2	8	162	15	1	20	91	0	1	3	7	2	7	6	8	33	4
Salinisphaera	4	21	6	2	3	1	11	6	19	2	2	4	4	1	1	0	17	6	1	2	6	0	0	0	0	1	0
unclassified Salinisphaeraceae	0	5	3	0	4	1	17	1	8	0	1	0	1	0	0	1	3	0	0	0	1	0	2	4	0	0	3
